gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2608289880	263	24.39	18	262	17	255	8.0e-27	114	COG2302	RNA-binding protein YlmH, contains S4-like domain	257
2608289883	183	26.42	5	183	2	245	3.0e-09	55.1	COG5135	Uncharacterized protein	245
2608289884	182	31.25	12	136	12	139	8.0e-14	70.4	COG2259	Uncharacterized membrane protein YphA, DoxX/SURF4 family	142
2608289886	309	29.37	20	264	2	237	5.0e-28	118	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2608289888	468	34.51	15	463	11	445	1.0e-101	363	COG0771	UDP-N-acetylmuramoylalanine-D-glutamate ligase	448
2608289890	242	27.49	6	242	2	245	5.0e-32	131	COG1741	Redox-sensitive bicupin YhaK, pirin superfamily	276
2608289892	178	29.17	11	178	17	167	4.0e-18	84.3	COG4333	Uncharacterized protein	167
2608289893	161	40.14	14	160	4	150	2.0e-29	121	COG3556	Uncharacterized membrane protein	150
2608289894	249	26.11	10	163	18	166	9.0e-12	64.3	COG2203	GAF domain	175
2608289895	410	38.59	2	405	2	403	7.0e-93	334	COG2081	Predicted flavoprotein YhiN	408
2608289905	120	28.7	15	119	1	115	7.0e-08	49.5	COG3152	Uncharacterized membrane protein YhaH, DUF805 family	125
2608289909	368	19.72	8	367	19	326	2.0e-21	97.1	COG3239	Fatty acid desaturase	343
2608289914	391	21.31	40	343	30	295	4.0e-24	105	COG3239	Fatty acid desaturase	343
2608289920	400	22.46	25	395	3	359	1.0e-36	147	COG0795	Lipopolysaccharide export LptBFGC system, permease protein LptF	364
2608289925	126	23.08	1	125	1	128	5.0e-03	33.4	COG2259	Uncharacterized membrane protein YphA, DoxX/SURF4 family	142
2608289938	463	44.54	3	463	2	436	7.0e-118	417	COG1875	Predicted ribonuclease YlaK, contains NYN-type RNase and PhoH-family ATPase domains	436
2608289939	295	38.37	127	294	32	195	5.0e-37	148	COG1611	Predicted Rossmann fold nucleotide-binding protein	205
2608289941	238	27.4	31	231	31	224	4.0e-24	105	COG0412	Dienelactone hydrolase	236
2608289944	113	31.58	6	100	2	95	7.0e-13	66.1	COG5470	Uncharacterized conserved protein, DUF1330 family	96
2608289952	141	19.23	12	140	1	128	2.0e-05	41.7	COG1917	Cupin domain protein related to quercetin dioxygenase	131
2608289967	152	57.53	5	150	3	148	1.0e-55	208	COG2947	Predicted RNA-binding protein, contains PUA-like domain	156
2608289972	178	45.98	6	177	2	175	5.0e-48	183	COG2065	Pyrimidine operon attenuation protein/uracil phosphoribosyltransferase	179
2608289973	540	54.55	14	526	1	508	0.0e+00	642	COG0696	Phosphoglycerate mutase (BPG-independent, AlkP superfamily)	509
2608289974	75	30.14	1	73	1	73	9.0e-06	42.1	COG1314	Preprotein translocase subunit SecG	86
2608289975	545	44.71	1	534	2	524	3.0e-130	459	COG0459	Chaperonin GroEL (HSP60 family)	524
2608289976	103	58.51	10	103	2	95	5.0e-29	119	COG0234	Co-chaperonin GroES (HSP10)	96
2608289977	486	72.38	11	485	2	468	0.0e+00	778	COG0055	FoF1-type ATP synthase, beta subunit	468
2608289978	134	32.09	3	134	4	134	2.0e-21	94.9	COG0355	FoF1-type ATP synthase, epsilon subunit	135
2608289981	441	30.5	32	429	20	374	1.0e-61	230	COG0006	Xaa-Pro aminopeptidase	384
2608289982	325	25.38	3	321	1	329	9.0e-42	164	COG1253	Hemolysin or related protein, contains CBS domains	429
2608289984	192	25.13	5	186	5	196	3.0e-17	81.9	COG1057	Nicotinic acid mononucleotide adenylyltransferase	197
2608289985	565	36.86	275	558	4	268	4.0e-58	219	COG0171	NH3-dependent NAD+ synthetase	268
2608289988	108	24.74	1	92	1	97	1.0e-08	51.6	COG0633	Ferredoxin	102
2608289989	316	43.59	5	315	1	284	6.0e-73	267	COG0224	FoF1-type ATP synthase, gamma subunit	287
2608289990	505	66	2	504	1	503	0.0e+00	780	COG0056	FoF1-type ATP synthase, alpha subunit	504
2608289991	180	41.57	1	178	1	177	5.0e-29	120	COG0712	FoF1-type ATP synthase, delta subunit	178
2608289992	170	29.19	10	170	1	161	6.0e-12	64.1	COG0711	FoF1-type ATP synthase, membrane subunit b or b'	161
2608289993	153	25.53	13	153	1	141	2.0e-10	58.7	COG0711	FoF1-type ATP synthase, membrane subunit b or b'	161
2608289994	81	53.16	1	79	1	79	4.0e-09	52.9	COG0636	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K	79
2608289996	241	33.87	10	240	8	246	3.0e-36	145	COG0356	FoF1-type ATP synthase, membrane subunit a	246
2608289998	411	36.36	43	396	11	371	1.0e-60	227	COG0772	Bacterial cell division protein FtsW, lipid II flippase	381
2608289999	218	27.49	8	211	8	218	7.0e-20	90.7	COG0785	Cytochrome c biogenesis protein CcdA	220
2608290000	428	22.63	14	426	1	460	2.0e-47	183	COG1333	Cytochrome c biogenesis protein ResB	478
2608290001	136	33.07	1	124	1	127	6.0e-27	113	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF, C-terminal domain, T-fold superfamily	149
2608290003	112	63.39	1	112	1	112	4.0e-34	136	COG0347	Nitrogen regulatory protein PII	112
2608290004	270	48.16	3	246	1	239	1.0e-73	269	COG1189	Predicted rRNA methylase YqxC, contains S4 and FtsJ domains	245
2608290005	431	43.94	1	430	1	436	0.0e+00	485	COG0015	Adenylosuccinate lyase	438
2608290006	461	51.75	4	461	2	459	0.0e+00	608	COG0114	Fumarate hydratase class II	462
2608290007	908	32.59	8	881	116	1031	0.0e+00	579	COG4581	Superfamily II RNA helicase	1041
2608290008	379	36.68	33	377	38	386	1.0e-86	313	COG0156	7-keto-8-aminopelargonate synthetase or related enzyme	388
2608290010	256	19.32	1	198	1	197	9.0e-13	67.6	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	238
2608290011	221	33.65	10	202	5	215	4.0e-46	178	COG0132	Dethiobiotin synthetase	223
2608290012	433	36.59	16	433	12	444	1.0e-110	393	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	449
2608290015	237	25.23	5	218	7	213	6.0e-30	124	COG0357	16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B)	215
2608290016	397	27.74	1	396	1	390	1.0e-68	253	COG1453	Predicted oxidoreductase of the aldo/keto reductase family	391
2608290017	119	26.87	30	90	1	67	6.0e-07	46.5	COG1141	Ferredoxin	68
2608290022	348	40.23	3	348	3	346	9.0e-91	327	COG0820	Adenine C2-methylase RlmN of 23S rRNA A2503 and tRNA A37	349
2608290026	1097	54.55	15	1066	24	1060	0.0e+00	1283	COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	1060
2608290027	264	44.57	4	259	1	255	1.0e-75	276	COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	256
2608290028	97	40.43	2	95	2	88	1.0e-07	48	COG0268	Ribosomal protein S20	88
2608290029	440	46.34	18	440	2	423	0.0e+00	516	COG0141	Histidinol dehydrogenase	425
2608290030	231	47.98	1	223	6	224	8.0e-68	250	COG0120	Ribose 5-phosphate isomerase	227
2608290031	376	36.73	36	376	28	345	4.0e-62	232	COG0265	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	347
2608290032	155	26.57	8	150	9	149	6.0e-17	80.3	COG0779	Ribosome maturation factor RimP	153
2608290033	468	46.7	182	378	1	183	3.0e-41	163	COG0195	Transcription antitermination factor NusA, contains S1 and KH domains	190
2608290034	93	27.5	8	84	8	87	2.0e-06	43.8	COG2740	Predicted RNA-binding protein YlxR, DUF448 family	95
2608290035	1128	57.42	618	1128	1	509	0.0e+00	651	COG0532	Translation initiation factor IF-2, a GTPase	509
2608290039	539	19.62	80	530	24	485	3.0e-37	150	COG1032	Radical SAM superfamily enzyme YgiQ, UPF0313 family	490
2608290040	105	23	3	102	1	99	9.0e-15	71.9	COG2127	ATP-dependent Clp protease adapter protein ClpS	107
2608290041	408	29.28	9	405	4	385	2.0e-67	250	COG0436	Aspartate/methionine/tyrosine aminotransferase	393
2608290042	605	39.69	15	403	16	407	3.0e-91	329	COG1530	Ribonuclease G or E	487
2608290043	205	43.65	19	198	3	181	7.0e-47	180	COG0164	Ribonuclease HII	199
2608290045	281	40.07	1	278	1	277	7.0e-61	227	COG0077	Prephenate dehydratase	279
2608290047	218	27.23	6	210	9	215	4.0e-30	125	COG2802	Uncharacterized protein, similar to the N-terminal domain of Lon protease	221
2608290048	106	64.71	5	106	1	102	2.0e-34	137	COG0051	Ribosomal protein S10	104
2608290049	399	77.44	1	399	1	394	0.0e+00	668	COG0050	Translation elongation factor EF-Tu, a GTPase	394
2608290050	691	62.97	2	689	2	693	0.0e+00	951	COG0480	Translation elongation factor EF-G, a GTPase	697
2608290051	156	53.38	2	149	1	148	3.0e-50	190	COG0049	Ribosomal protein S7	148
2608290052	124	73.98	1	123	7	129	1.0e-48	185	COG0048	Ribosomal protein S12	129
2608290053	1522	54.92	719	1223	1	483	0.0e+00	619	COG0069	Glutamate synthase domain 2	485
2608290054	97	25.64	9	86	5	81	9.0e-03	32.2	COG2350	Uncharacterized conserved protein YciI, contains a putative active-site phosphohistidine	92
2608290055	297	53.58	3	295	16	306	2.0e-118	418	COG0320	Lipoate synthase	306
2608290056	224	26.73	37	222	2	202	3.0e-10	58.6	COG1961	Site-specific DNA recombinase related to the DNA invertase Pin	222
2608290062	324	20.34	7	300	4	291	6.0e-17	81.7	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2608290065	606	47.39	359	606	1	246	1.0e-73	271	COG1010	Precorrin-3B methylase	249
2608290066	262	20.23	1	254	1	213	4.0e-11	62.1	COG0546	Phosphoglycolate phosphatase, HAD superfamily	220
2608290069	399	35.54	24	399	1	360	9.0e-93	334	COG0787	Alanine racemase	360
2608290070	185	35.92	28	167	1	142	2.0e-19	89.2	COG1403	5-methylcytosine-specific restriction endonuclease McrA	146
2608290071	364	48.75	4	361	3	362	4.0e-123	434	COG0216	Protein chain release factor A	363
2608290072	106	41.89	23	93	2	75	2.0e-18	84.2	COG0254	Ribosomal protein L31	75
2608290073	136	51.16	8	136	3	130	2.0e-40	158	COG0103	Ribosomal protein S9	130
2608290074	143	55.63	3	143	2	143	3.0e-50	190	COG0102	Ribosomal protein L13	148
2608290075	268	42.41	2	258	2	257	3.0e-73	268	COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	266
2608290076	116	49.14	1	116	1	116	9.0e-31	125	COG0203	Ribosomal protein L17	116
2608290077	311	37.7	11	311	8	311	5.0e-65	241	COG0202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	317
2608290078	130	61.72	3	130	2	129	6.0e-44	169	COG0100	Ribosomal protein S11	129
2608290079	121	58.68	1	120	1	121	4.0e-34	136	COG0099	Ribosomal protein S13	121
2608290080	182	41.53	3	182	1	178	1.0e-35	142	COG0563	Adenylate kinase or related kinase	178
2608290081	439	41.78	9	438	4	432	1.0e-89	324	COG0201	Preprotein translocase subunit SecY	436
2608290082	152	46.31	5	149	3	151	4.0e-28	117	COG0200	Ribosomal protein L15	152
2608290083	207	43.72	25	207	1	180	1.0e-46	179	COG0098	Ribosomal protein S5	181
2608290084	122	53.28	2	122	4	125	2.0e-32	131	COG0256	Ribosomal protein L18	125
2608290085	179	58.66	1	178	1	178	4.0e-54	204	COG0097	Ribosomal protein L6P/L9E	178
2608290086	133	53.38	1	133	1	132	9.0e-44	168	COG0096	Ribosomal protein S8	132
2608290087	179	61.58	3	179	4	180	4.0e-68	250	COG0094	Ribosomal protein L5	180
2608290088	118	48.57	15	118	2	104	8.0e-16	75.7	COG0198	Ribosomal protein L24	104
2608290089	121	64.75	1	121	1	122	3.0e-46	176	COG0093	Ribosomal protein L14	122
2608290090	88	48.78	1	82	6	87	7.0e-19	85.3	COG0186	Ribosomal protein S17	87
2608290091	72	34.62	8	59	6	57	1.0e-05	41.4	COG0255	Ribosomal protein L29	69
2608290092	160	57.24	1	143	2	144	2.0e-48	185	COG0197	Ribosomal protein L16/L10AE	146
2608290093	243	52.34	12	241	1	233	3.0e-64	238	COG0092	Ribosomal protein S3	233
2608290094	128	44.35	6	120	6	120	8.0e-32	129	COG0091	Ribosomal protein L22	120
2608290095	92	64.13	1	92	1	92	2.0e-36	143	COG0185	Ribosomal protein S19	93
2608290096	287	56.88	1	276	1	275	1.0e-99	356	COG0090	Ribosomal protein L2	275
2608290097	100	50.54	9	99	1	93	1.0e-22	98	COG0089	Ribosomal protein L23	94
2608290098	210	45.54	1	210	1	212	3.0e-47	181	COG0088	Ribosomal protein L4	214
2608290099	217	46.15	2	205	1	208	5.0e-61	227	COG0087	Ribosomal protein L3	218
2608290103	260	18.35	5	258	5	216	8.0e-09	54.4	COG0546	Phosphoglycolate phosphatase, HAD superfamily	220
2608290104	365	59.22	12	289	5	279	2.0e-81	296	COG0468	RecA/RadA recombinase	279
2608290107	279	29.93	1	277	4	279	1.0e-50	193	COG0287	Prephenate dehydrogenase	279
2608290108	501	22.96	1	498	1	487	2.0e-50	193	COG1233	Phytoene dehydrogenase-related protein	487
2608290109	292	36.24	8	290	4	284	2.0e-57	215	COG3001	Fructosamine-3-kinase	286
2608290111	380	47.21	10	240	3	235	1.0e-63	237	COG0476	Molybdopterin or thiamine biosynthesis adenylyltransferase	254
2608290112	386	35.82	186	386	10	198	2.0e-43	170	COG2109	ATP:corrinoid adenosyltransferase	198
2608290113	274	41.76	14	274	5	262	3.0e-72	265	COG1606	ATP-utilizing enzyme, PP-loop superfamily	269
2608290114	144	46.3	23	130	15	122	1.0e-32	132	COG1586	S-adenosylmethionine decarboxylase or arginine decarboxylase	136
2608290115	297	29.47	13	297	82	356	4.0e-53	201	COG1195	Recombinational DNA repair ATPase RecF	363
2608290118	989	38.08	16	989	4	910	0.0e+00	927	COG2352	Phosphoenolpyruvate carboxylase	910
2608290119	372	23.12	6	350	3	347	1.0e-53	203	COG2170	Gamma-glutamyl:cysteine ligase YbdK, ATP-grasp superfamily	369
2608290120	506	40.49	21	502	1	455	0.0e+00	465	COG0147	Anthranilate/para-aminobenzoate synthases component I	462
2608290123	422	36.12	7	418	1	373	4.0e-58	218	COG0772	Bacterial cell division protein FtsW, lipid II flippase	381
2608290124	356	40.79	96	323	51	265	2.0e-53	203	COG0489	Chromosome partitioning ATPase, Mrp family, contains Fe-S cluster	265
2608290125	342	53.19	4	326	1	303	7.0e-122	430	COG0408	Coproporphyrinogen III oxidase	303
2608290129	419	30.12	15	409	9	403	1.0e-54	207	COG4370	Uncharacterized protein	412
2608290133	347	47.18	1	336	4	338	3.0e-113	402	COG0150	Phosphoribosylaminoimidazole (AIR) synthetase	345
2608290134	510	49.12	279	503	1	221	3.0e-68	252	COG0283	Cytidylate kinase	222
2608290135	157	35.9	2	155	1	137	7.0e-27	113	COG0394	Protein-tyrosine-phosphatase	139
2608290138	236	52.81	5	235	3	230	1.0e-70	259	COG5398	Heme oxygenase	238
2608290140	474	49.57	12	474	2	406	0.0e+00	528	COG0538	Isocitrate dehydrogenase	407
2608290141	449	21.4	1	444	1	413	6.0e-36	145	COG3395	Uncharacterized conserved protein YgbK, DUF1537 family	413
2608290142	284	20.21	26	280	27	305	4.0e-22	99	COG2017	Galactose mutarotase or related enzyme	308
2608290143	299	21.51	38	299	24	282	5.0e-25	108	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2608290144	455	30.32	25	430	11	383	4.0e-32	133	COG0475	Kef-type K+ transport system, membrane component KefB	397
2608290145	844	45	37	830	16	750	0.0e+00	799	COG0058	Glucan phosphorylase	750
2608290150	249	29.95	42	243	25	229	3.0e-33	135	COG0571	dsRNA-specific ribonuclease	235
2608290152	179	39.11	1	178	1	174	7.0e-31	126	COG0806	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing	174
2608290153	631	47.71	1	631	1	597	0.0e+00	685	COG0449	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	597
2608290155	79	55.13	1	78	2	79	4.0e-12	63	COG0236	Acyl carrier protein	80
2608290156	414	53.14	3	414	1	412	0.0e+00	482	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	412
2608290157	668	59.88	7	668	4	662	0.0e+00	1017	COG0021	Transketolase	663
2608290158	456	66.75	13	434	1	422	0.0e+00	702	COG0422	Thiamine biosynthesis protein ThiC	432
2608290160	394	41.41	8	384	5	388	2.0e-99	356	COG1473	Metal-dependent amidase/aminoacylase/carboxypeptidase	392
2608290162	352	50.46	21	345	3	325	5.0e-108	384	COG2255	Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit	332
2608290163	164	50.99	14	164	1	150	3.0e-45	174	COG0691	tmRNA-binding protein	153
2608290165	512	54	1	497	10	501	0.0e+00	653	COG1190	Lysyl-tRNA synthetase (class II)	502
2608290166	248	46.98	5	234	2	223	4.0e-60	224	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2608290169	350	59.47	5	338	2	339	1.0e-115	409	COG1077	Actin-like ATPase involved in cell morphogenesis	342
2608290170	133	39.26	10	133	1	134	8.0e-21	92.8	COG0629	Single-stranded DNA-binding protein	167
2608290171	219	32.99	27	219	16	208	1.0e-27	116	COG0586	Uncharacterized membrane protein DedA, SNARE-associated domain	208
2608290172	472	53.61	11	464	2	420	0.0e+00	616	COG0499	S-adenosylhomocysteine hydrolase	420
2608290173	145	37.59	1	140	3	140	2.0e-33	134	COG0802	tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE	149
2608290174	332	26.02	5	330	1	310	9.0e-38	151	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2608290175	304	20.88	32	301	24	280	2.0e-27	116	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2608290176	344	42.37	35	333	9	329	3.0e-72	265	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
2608290177	468	40	25	467	11	451	7.0e-107	381	COG2239	Mg/Co/Ni transporter MgtE (contains CBS domain)	451
2608290178	122	16.94	16	121	2	125	6.0e-03	33.2	COG0239	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	126
2608290179	122	26.23	6	122	5	126	4.0e-07	47.1	COG0239	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	126
2608290181	655	59.44	11	655	3	635	0.0e+00	935	COG0187	DNA gyrase/topoisomerase IV, subunit B	635
2608290182	299	40.13	6	299	3	306	3.0e-73	269	COG0324	tRNA A37 N6-isopentenylltransferase MiaA	308
2608290183	190	49.43	8	181	1	174	1.0e-53	202	COG0290	Translation initiation factor IF-3	176
2608290184	328	28.68	3	131	2	123	5.0e-24	105	COG1725	DNA-binding transcriptional regulator YhcF, GntR family	125
2608290185	245	54.4	1	193	2	194	7.0e-63	234	COG1045	Serine acetyltransferase	194
2608290190	158	51.92	1	155	1	151	6.0e-48	183	COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	152
2608290192	913	39.95	84	907	5	801	0.0e+00	721	COG0249	DNA mismatch repair ATPase MutS	843
2608290193	207	33.98	5	207	9	207	3.0e-39	155	COG2082	Precorrin isomerase	210
2608290194	333	22.19	1	318	16	314	9.0e-20	91.2	COG1466	DNA polymerase III, delta subunit	334
2608290195	586	39.09	1	414	1	447	7.0e-96	344	COG0527	Aspartokinase	447
2608290196	679	62.43	1	675	2	659	0.0e+00	1034	COG0556	Excinuclease UvrABC helicase subunit UvrB	663
2608290197	258	23.53	49	247	42	219	8.0e-03	34.4	COG0036	Pentose-5-phosphate-3-epimerase	220
2608290198	336	24.18	20	318	11	297	7.0e-28	118	COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	298
2608290199	660	43.62	20	581	3	555	0.0e+00	574	COG0595	mRNA degradation ribonuclease J1/J2	555
2608290200	300	44.88	13	293	5	286	4.0e-81	294	COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	299
2608290201	343	48.66	11	340	1	334	2.0e-96	346	COG0136	Aspartate-semialdehyde dehydrogenase	334
2608290202	481	30.02	8	460	3	436	9.0e-60	224	COG0544	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	441
2608290203	219	71.12	31	217	4	190	7.0e-82	296	COG0740	ATP-dependent protease ClpP, protease subunit	200
2608290204	455	59.36	11	448	1	403	0.0e+00	605	COG1219	ATP-dependent protease Clp, ATPase subunit	408
2608290205	579	33.14	3	517	1	511	5.0e-99	355	COG2812	DNA polymerase III, gamma/tau subunits	515
2608290206	433	26.01	21	430	1	414	5.0e-38	152	COG1215	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	439
2608290207	517	26.56	81	507	10	393	7.0e-41	162	COG2385	Peptidoglycan hydrolase (amidase) enhancer domain	397
2608290208	65	52.31	1	65	1	65	4.0e-09	53.3	COG0291	Ribosomal protein L35	65
2608290209	115	62.83	1	113	1	113	2.0e-33	134	COG0292	Ribosomal protein L20	118
2608290211	264	57.14	1	258	2	254	3.0e-99	354	COG2022	Thiamin biosynthesis thiazole synthase ThiGH, ThiG subunit	262
2608290212	397	23.81	2	374	2	314	4.0e-29	122	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2608290213	377	28.57	1	375	1	380	2.0e-40	160	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2608290215	969	52.32	475	934	29	496	0.0e+00	621	COG1003	Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain	496
2608290216	129	46.88	1	126	1	128	3.0e-31	127	COG0509	Glycine cleavage system H protein (lipoate-binding)	131
2608290217	430	45.67	1	416	2	416	0.0e+00	472	COG4100	Cystathionine beta-lyase family protein involved in aluminum resistance	416
2608290219	312	43.22	40	308	14	281	1.0e-64	240	COG1398	Fatty-acid desaturase	289
2608290220	151	42.18	5	150	1	145	1.0e-27	115	COG0359	Ribosomal protein L9	148
2608290221	460	54.02	27	459	2	434	0.0e+00	505	COG0305	Replicative DNA helicase	435
2608290222	662	50.32	9	642	3	621	0.0e+00	844	COG0445	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA	621
2608290223	180	24.22	5	160	12	168	2.0e-06	45.7	COG3161	4-hydroxybenzoate synthetase (chorismate-pyruvate lyase)	174
2608290227	442	25.71	91	430	69	421	5.0e-29	122	COG1793	ATP-dependent DNA ligase	444
2608290230	918	50.39	12	917	4	875	0.0e+00	1084	COG0525	Valyl-tRNA synthetase	877
2608290234	283	33.45	6	282	4	281	2.0e-58	219	COG0421	Spermidine synthase	282
2608290235	293	35.64	25	286	24	298	6.0e-50	191	COG0010	Arginase family enzyme	305
2608290236	370	36.48	1	370	3	374	7.0e-89	321	COG0404	Glycine cleavage system T protein (aminomethyltransferase)	379
2608290237	598	53.45	1	595	1	583	0.0e+00	807	COG0173	Aspartyl-tRNA synthetase	585
2608290238	536	61.63	3	531	2	529	0.0e+00	860	COG0504	CTP synthase (UTP-ammonia lyase)	533
2608290239	223	29.39	5	222	4	211	3.0e-31	128	COG0602	Organic radical activating enzyme	212
2608290240	224	45.16	4	218	1	212	4.0e-65	241	COG0603	7-cyano-7-deazaguanine synthase (queuosine biosynthesis)	222
2608290241	437	28.9	37	436	36	454	5.0e-86	311	COG0147	Anthranilate/para-aminobenzoate synthases component I	462
2608290242	275	18.58	3	248	1	250	3.0e-25	108	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	284
2608290243	267	48.52	1	237	2	234	7.0e-79	287	COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	244
2608290244	427	20.84	32	405	28	377	2.0e-14	73.7	COG2814	Predicted arabinose efflux permease, MFS family	394
2608290245	692	47.84	1	692	4	685	0.0e+00	807	COG0855	Polyphosphate kinase	696
2608290246	339	43.68	55	330	53	328	2.0e-69	256	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
2608290247	213	20.77	30	211	36	215	2.0e-08	52.7	COG0170	Dolichol kinase	216
2608290248	355	56.85	12	354	4	346	0.0e+00	503	COG0722	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	351
2608290249	857	62.37	7	856	1	846	0.0e+00	1256	COG1049	Aconitase B	852
2608290250	452	29.23	29	452	20	434	3.0e-48	186	COG0038	H+/Cl- antiporter ClcA	443
2608290251	284	47.67	7	284	9	287	7.0e-99	353	COG0788	Formyltetrahydrofolate hydrolase	287
2608290252	360	20.6	10	355	4	364	2.0e-30	126	COG0665	Glycine/D-amino acid oxidase (deaminating)	387
2608290253	635	60	1	598	4	579	0.0e+00	653	COG0443	Molecular chaperone DnaK (HSP70)	579
2608290254	286	39.16	1	282	1	277	3.0e-69	255	COG0169	Shikimate 5-dehydrogenase	283
2608290255	152	36.94	6	116	2	112	8.0e-22	96.4	COG0360	Ribosomal protein S6	112
2608290256	404	54.95	1	402	1	402	0.0e+00	548	COG0137	Argininosuccinate synthase	403
2608290258	358	36.28	33	354	5	312	2.0e-41	163	COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	319
2608290260	469	21.17	53	441	21	376	6.0e-28	118	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2608290261	967	62.59	13	967	4	934	0.0e+00	1460	COG0178	Excinuclease UvrABC ATPase subunit	935
2608290262	559	29.67	1	559	1	557	6.0e-88	318	COG0497	DNA repair ATPase RecN	557
2608290263	618	36.29	17	522	5	502	9.0e-120	424	COG0661	Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family	517
2608290265	367	47.59	16	340	47	377	3.0e-101	362	COG0498	Threonine synthase	411
2608290266	385	31.33	1	383	1	364	1.0e-69	257	COG0592	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog	364
2608290268	779	43.69	13	769	10	739	0.0e+00	804	COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	743
2608290269	486	48.98	1	483	4	467	0.0e+00	552	COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	470
2608290270	813	39.56	3	806	5	798	0.0e+00	658	COG0188	DNA gyrase/topoisomerase IV, subunit A	804
2608290271	287	20.44	41	220	64	243	1.0e-07	50.4	COG5010	Flp pilus assembly protein TadD, contains TPR repeats	257
2608290272	314	32.59	11	312	2	309	1.0e-56	213	COG1600	Epoxyqueuosine reductase  QueG (queuosine biosynthesis)	337
2608290273	244	38.83	15	219	1	201	5.0e-52	197	COG2928	Uncharacterized membrane protein	222
2608290275	430	47.28	120	428	29	340	2.0e-90	326	COG0552	Signal recognition particle GTPase	340
2608290276	447	31.58	147	447	76	366	2.0e-44	173	COG2208	Serine phosphatase RsbU, regulator of sigma subunit	367
2608290277	459	52.08	1	457	2	457	0.0e+00	587	COG0165	Argininosuccinate lyase	459
2608290279	334	31.99	3	318	1	311	2.0e-64	239	COG0042	tRNA-dihydrouridine synthase	323
2608290280	164	47.2	42	164	5	129	2.0e-46	178	COG0229	Peptide methionine sulfoxide reductase MsrB	140
2608290281	239	33.33	20	208	2	190	5.0e-29	121	COG0576	Molecular chaperone GrpE (heat shock protein)	193
2608290282	374	49.46	3	369	5	365	3.0e-114	405	COG0484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	371
2608290283	76	30.14	1	72	2	74	2.0e-04	37.5	COG0425	TusA-related sulfurtransferase	78
2608290284	305	30.39	9	304	7	301	8.0e-55	207	COG1162	Putative ribosome biogenesis GTPase RsgA	301
2608290285	116	35.92	10	111	5	104	1.0e-12	65.2	COG0718	Conserved DNA-binding protein YbaB (function unknown)	105
2608290286	297	37.46	6	296	3	291	4.0e-71	261	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase	291
