gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2608290502	391	17	390	1.1e-129	418.5	TIGR00339	ATP sulphurylase
2608290504	418	7	414	1.3e-99	319.8	TIGR00521	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase
2608290508	339	8	336	1.2e-86	276.6	TIGR00670	aspartate carbamoyltransferase
2608290509	100	7	99	4.5e-28	83.7	TIGR00135	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C subunit
2608290513	968	25	873	0.0e+00	949.4	TIGR00392	isoleucyl-tRNA synthetase
2608290515	209	14	209	2.8e-51	159.7	TIGR00091	tRNA (guanine-N(7)-)-methyltransferase
2608290516	450	5	442	0.0e+00	445.8	TIGR01455	phosphoglucosamine mutase
2608290518	210	3	208	2.1e-54	170.3	TIGR02170	thymidylate synthase, flavin-dependent
2608290519	197	7	197	4.4e-39	120.1	TIGR02274	deoxycytidine triphosphate deaminase
2608290521	244	52	244	6.9e-114	364.3	TIGR03697	global nitrogen regulator NtcA, cyanobacterial
2608290525	200	4	196	7.5e-57	178.1	TIGR00447	aminoacyl-tRNA hydrolase
2608290530	207	9	190	2.9e-40	124.1	TIGR00171	3-isopropylmalate dehydratase, small subunit
2608290531	469	2	466	0.0e+00	605.2	TIGR00170	3-isopropylmalate dehydratase, large subunit
2608290532	424	269	419	1.4e-48	152.5	TIGR00199	amidohydrolase, PncC family
2608290532	424	5	422	9.2e-126	407.4	TIGR00200	competence/damage-inducible protein CinA N-terminal domain
2608290532	424	6	173	3.5e-30	92.6	TIGR00177	molybdenum cofactor synthesis domain
2608290537	527	3	525	1.9e-93	299.8	TIGR01695	murein biosynthesis integral membrane protein MurJ
2608290538	246	3	245	1.2e-69	220.2	TIGR00230	sugar fermentation stimulation protein
2608290539	487	76	480	7.5e-128	412.8	TIGR00836	ammonium transporter
2608290540	398	56	396	1.8e-94	302	TIGR00216	(E)-4-hydroxy-3-methyl-but-2-enyl pyrophosphate reductase (IPP and DMAPP forming)
2608290542	517	3	517	0.0e+00	613.8	TIGR00355	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
2608290547	372	4	367	0.0e+00	469.9	TIGR00449	tRNA-guanine family transglycosylase
2608290547	372	4	367	0.0e+00	489.7	TIGR00430	tRNA-guanine transglycosylase
2608290552	186	17	185	2.9e-43	133.7	TIGR00336	orotate phosphoribosyltransferase
2608290553	278	141	205	1.3e-21	62.6	TIGR03317	folate-binding protein YgfZ
2608290554	472	1	464	0.0e+00	549.9	TIGR03491	RecB family nuclease, putative, TM0106 family
2608290556	191	3	187	4.1e-60	188.4	TIGR00042	non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family
2608290564	188	47	172	5.1e-25	74.2	TIGR01498	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
2608290565	723	33	713	0.0e+00	724.3	TIGR02031	magnesium chelatase ATPase subunit D
2608290568	461	140	455	1.6e-110	355.4	TIGR01826	conserved hypothetical protein, cofD-related
2608290570	244	33	177	8.4e-70	219.5	TIGR01957	NADH-quinone oxidoreductase, B subunit
2608290574	82	3	82	6.3e-41	124.6	TIGR01332	cytochrome b559, alpha subunit
2608290575	48	1	48	2.8e-26	77.1	TIGR01333	cytochrome b559, beta subunit
2608290577	297	13	257	2.4e-97	311	TIGR01694	5'-deoxy-5'-methylthioadenosine phosphorylase
2608290578	723	356	634	5.9e-29	88.1	TIGR00476	selenium donor protein
2608290578	723	5	348	1.8e-88	284.1	TIGR03169	pyridine nucleotide-disulfide oxidoreductase family protein
2608290580	802	8	799	0.0e+00	868.8	TIGR01073	ATP-dependent DNA helicase PcrA
2608290593	413	5	409	0.0e+00	530.4	TIGR01034	S-adenosylmethionine synthetase
2608290595	159	1	147	2.1e-60	189.1	TIGR00244	transcriptional regulator NrdR
2608290596	507	1	501	0.0e+00	1023.5	TIGR03039	photosystem II chlorophyll-binding protein CP47
2608290598	50	1	33	2.5e-22	64.6	TIGR03038	photosystem II reaction center protein PsbM
2608290599	289	22	289	4.4e-62	196.7	TIGR00536	HemK family putative methylases
2608290599	289	39	285	5.6e-69	219.4	TIGR03534	protein-(glutamine-N5) methyltransferase, release factor-specific
2608290600	193	5	193	2.5e-30	91.2	TIGR00057	tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family
2608290602	110	4	87	9.7e-30	88.7	TIGR01215	cell division topological specificity factor MinE
2608290603	271	5	266	5.4e-106	339.7	TIGR01968	septum site-determining protein MinD
2608290604	219	9	215	1.6e-26	79.5	TIGR01222	septum site-determining protein MinC
2608290606	427	69	403	8.8e-94	300.2	TIGR00225	C-terminal peptidase (prc)
2608290608	160	1	160	2.0e-97	309.7	TIGR01156	cytochrome b6/f complex subunit IV
2608290615	293	1	292	4.7e-92	294.2	TIGR00577	DNA-formamidopyrimidine glycosylase
2608290627	95	3	93	2.7e-44	135.9	TIGR03894	conserved hypothetical protein, TIGR03894 family
2608290631	71	1	64	2.1e-13	36.6	TIGR03798	nif11-like leader peptide domain
2608290634	96	4	84	7.4e-18	52.1	TIGR01410	twin arginine-targeting protein translocase TatB
2608290634	96	5	51	6.0e-20	57.8	TIGR01411	twin arginine-targeting protein translocase, TatA/E family
2608290647	316	10	314	7.9e-122	392.2	TIGR01249	proline iminopeptidase, Neisseria-type subfamily
2608290650	259	6	259	2.0e-93	298.3	TIGR00097	hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
2608290662	138	2	122	3.9e-47	145.6	TIGR00632	DNA mismatch endonuclease Vsr
2608290668	686	54	438	4.7e-49	153.7	TIGR00675	DNA-methyltransferase (dcm)
2608290675	146	2	142	3.4e-61	191.1	TIGR01088	3-dehydroquinate dehydratase, type II
2608290677	251	18	250	3.8e-52	163	TIGR01467	precorrin-2 C(20)-methyltransferase
2608290679	457	2	162	9.6e-23	68.4	TIGR00231	small GTP-binding protein domain
2608290679	457	4	435	0.0e+00	532.7	TIGR03594	ribosome-associated GTPase EngA
2608290682	211	5	210	6.1e-60	188.7	TIGR00044	pyridoxal phosphate enzyme, YggS family
2608290684	270	5	269	4.2e-70	222.4	TIGR00112	pyrroline-5-carboxylate reductase
2608290686	261	7	259	7.0e-26	77.1	TIGR00613	DNA repair protein RecO
2608290687	219	7	214	6.0e-19	54.3	TIGR00126	deoxyribose-phosphate aldolase
2608290688	194	1	103	3.5e-28	84.3	TIGR00741	ribosomal subunit interface protein
2608290689	216	27	210	1.4e-52	164	TIGR00214	lipoate-protein ligase B
2608290692	455	4	454	2.7e-100	322.4	TIGR01349	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase, long form
2608290693	378	11	366	2.7e-111	357.8	TIGR00113	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
2608290694	328	8	314	0.0e+00	435.6	TIGR01136	cysteine synthase
2608290694	328	8	314	0.0e+00	453.9	TIGR01139	cysteine synthase A
2608290697	202	3	200	6.7e-80	253.6	TIGR01017	ribosomal protein S4, bacterial/organelle type
2608290698	63	1	63	6.2e-29	86	TIGR00278	putative membrane protein insertion efficiency factor
2608290700	511	23	505	0.0e+00	495.6	TIGR01085	UDP-N-acetylmuramyl-tripeptide synthetase
2608290707	498	14	491	0.0e+00	548	TIGR01320	malate:quinone-oxidoreductase
2608290708	602	7	183	4.7e-25	75.3	TIGR00231	small GTP-binding protein domain
2608290708	602	7	601	0.0e+00	983.6	TIGR01393	elongation factor 4
2608290713	78	5	76	6.2e-40	121.5	TIGR03643	TIGR03643 family protein
2608290716	438	8	438	4.5e-114	367.8	TIGR00563	16S rRNA (cytosine(967)-C(5))-methyltransferase
2608290718	315	21	309	1.6e-112	362.6	TIGR01476	bacteriochlorophyll/chlorophyll synthetase
2608290718	315	6	310	0.0e+00	508.3	TIGR02056	chlorophyll synthase, ChlG
2608290720	256	1	253	8.5e-113	361.8	TIGR00735	imidazoleglycerol phosphate synthase, cyclase subunit
2608290721	233	9	233	9.2e-60	187.7	TIGR01934	ubiquinone/menaquinone biosynthesis methyltransferases
2608290723	249	25	246	2.2e-33	101.8	TIGR00121	birA, biotin-[acetyl-CoA-carboxylase] ligase region
2608290725	506	12	469	2.0e-124	402.1	TIGR01770	proton-translocating NADH-quinone oxidoreductase, chain N
2608290726	868	5	635	0.0e+00	774.8	TIGR01051	DNA topoisomerase I, bacterial
2608290729	385	27	366	5.8e-74	235.2	TIGR00303	TIGR00303 family protein
2608290732	217	1	204	9.0e-67	210.2	TIGR00187	riboflavin synthase, alpha subunit
2608290735	541	24	527	0.0e+00	683.5	TIGR02891	cytochrome c oxidase, subunit I
2608290736	267	32	258	8.2e-50	155.2	TIGR02866	cytochrome c oxidase, subunit II
2608290738	333	30	309	3.8e-80	255.6	TIGR01473	protoheme IX farnesyltransferase
2608290742	584	2	524	0.0e+00	781.9	TIGR02348	chaperonin GroL
2608290744	249	12	248	1.1e-102	328.8	TIGR01830	3-oxoacyl-(acyl-carrier-protein) reductase
2608290745	226	2	220	4.0e-74	234.8	TIGR00453	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
2608290747	302	17	302	2.6e-77	246.1	TIGR01474	4-hydroxybenzoate polyprenyl transferase, proteobacterial
2608290750	251	5	249	3.5e-90	287.6	TIGR01465	precorrin-4 C11-methyltransferase
2608290751	297	4	296	3.3e-64	202.9	TIGR00544	prolipoprotein diacylglyceryl transferase
2608290755	252	17	230	3.7e-72	228.8	TIGR00945	Twin arginine targeting (Tat) protein translocase TatC
2608290758	184	5	184	1.3e-74	235.7	TIGR03263	guanylate kinase
2608290761	356	4	325	6.0e-125	403.5	TIGR03723	tRNA threonylcarbamoyl adenosine modification protein TsaD
2608290761	356	5	317	3.6e-107	345.1	TIGR00329	metallohydrolase, glycoprotease/Kae1 family
2608290764	479	2	478	0.0e+00	529.1	TIGR00464	glutamyl-tRNA synthetase, bacterial family
2608290768	156	42	154	1.1e-50	156.8	TIGR01024	ribosomal protein L19, bacterial type
2608290770	279	29	277	3.0e-94	301.1	TIGR00500	methionine aminopeptidase, type I
2608290777	434	9	431	0.0e+00	599.9	TIGR00713	glutamate-1-semialdehyde-2,1-aminomutase
2608290778	281	1	262	1.7e-90	290.1	TIGR00195	exodeoxyribonuclease III
2608290778	281	1	263	1.3e-84	270.7	TIGR00633	exodeoxyribonuclease III (xth)
2608290781	408	4	391	8.4e-81	257.9	TIGR00299	TIGR00299 family protein
2608290786	151	7	149	7.6e-38	115.4	TIGR00149	secondary thiamine-phosphate synthase enzyme
2608290789	316	6	301	5.6e-112	359.5	TIGR00212	hydroxymethylbilane synthase
2608290790	393	156	382	8.6e-43	133.5	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2608290790	393	157	393	2.7e-117	378.1	TIGR02393	RNA polymerase sigma factor RpoD, C-terminal domain
2608290790	393	83	380	0.0e+00	425.9	TIGR02997	RNA polymerase sigma factor, cyanobacterial RpoD-like family
2608290791	758	243	756	0.0e+00	549	TIGR00595	primosomal protein N'
2608290793	283	24	258	5.3e-85	270.6	TIGR00761	acetylglutamate kinase
2608290797	266	9	266	1.7e-40	125.2	TIGR00715	precorrin-6x reductase
2608290800	436	5	428	0.0e+00	544.3	TIGR00184	adenylosuccinate synthase
2608290801	145	7	144	2.0e-61	192.1	TIGR03044	photosystem II protein Psb27
2608290802	600	1	591	0.0e+00	631.5	TIGR00409	prolyl-tRNA synthetase, family II
2608290806	118	4	118	1.2e-30	92.4	TIGR01617	transcriptional regulator, Spx/MgsR family
2608290807	219	12	212	7.4e-40	122.6	TIGR02227	signal peptidase I, bacterial type
2608290812	333	3	321	0.0e+00	458.1	TIGR00874	transaldolase
2608290813	377	4	293	4.9e-49	153.6	TIGR02032	geranylgeranyl reductase family
2608290814	182	7	182	2.0e-72	228.5	TIGR00496	ribosome recycling factor
2608290815	234	3	234	5.2e-102	326.4	TIGR02075	uridylate kinase
2608290816	230	54	230	6.5e-68	214	TIGR00708	cob(I)alamin adenosyltransferase
2608290818	391	1	327	1.7e-118	381.7	TIGR00109	ferrochelatase
2608290819	587	21	583	0.0e+00	799.4	TIGR00118	acetolactate synthase, large subunit, biosynthetic type
2608290821	265	26	264	4.0e-50	156.2	TIGR00726	YfiH family protein
2608290825	251	32	251	8.8e-124	397.6	TIGR04059	long-chain fatty aldehyde decarbonylase
2608290826	346	1	337	0.0e+00	623	TIGR04058	long-chain fatty acyl-ACP reductase (aldehyde-forming)
2608290827	335	2	322	0.0e+00	471.7	TIGR00513	acetyl-CoA carboxylase, carboxyl transferase, alpha subunit
2608290829	246	59	239	1.4e-45	141	TIGR00063	GTP cyclohydrolase I
2608290833	52	23	51	1.3e-12	33.3	TIGR03053	photosystem I reaction center subunit XII
2608290835	334	4	334	2.8e-104	335	TIGR01289	light-dependent protochlorophyllide reductase
2608290836	295	30	295	0.0e+00	439	TIGR01281	light-independent protochlorophyllide reductase, iron-sulfur ATP-binding protein
2608290837	525	1	525	0.0e+00	582.3	TIGR01278	light-independent protochlorophyllide reductase, B subunit
2608290838	418	8	417	0.0e+00	478.4	TIGR01279	light-independent protochlorophyllide reductase, N subunit
2608290841	194	5	188	2.6e-46	143.4	TIGR00042	non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family
2608290846	509	44	488	0.0e+00	629.8	TIGR02701	carboxysome shell carbonic anhydrase
2608290847	83	1	79	8.5e-50	153.2	TIGR02703	carboxysome peptide A
2608290848	82	1	80	2.9e-46	142.1	TIGR02704	carboxysome peptide B
2608290851	130	4	129	2.6e-53	165.7	TIGR00004	reactive intermediate/imine deaminase
2608290852	246	9	245	5.1e-89	283.9	TIGR03413	hydroxyacylglutathione hydrolase
2608290853	212	2	187	2.0e-65	206.2	TIGR00070	ATP phosphoribosyltransferase
2608290856	227	4	224	6.8e-76	240.7	TIGR04283	transferase 2, rSAM/selenodomain-associated
2608290857	211	6	207	5.5e-50	155.8	TIGR04282	transferase 1, rSAM/selenodomain-associated
