gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2608289653	489	14	317	8	299	1.4e-125	418.3	pfam01406	tRNA-synt_1e	301
2608289653	489	363	437	1	55	1.2e-08	35.1	pfam09190	DALR_2	63
2608289654	408	4	134	1	129	5.4e-43	146.6	pfam02670	DXP_reductoisom	129
2608289654	408	148	243	1	84	8.0e-35	118.5	pfam08436	DXP_redisom_C	84
2608289654	408	275	395	1	119	2.3e-44	150.2	pfam13288	DXPR_C	121
2608289658	360	85	345	1	219	6.7e-11	42.5	pfam12697	Abhydrolase_6	228
2608289659	479	6	471	3	462	0.0e+00	505.7	pfam02233	PNTB	464
2608289660	97	4	91	2	87	7.1e-28	96.6	pfam12769	DUF3814	87
2608289661	376	5	141	2	136	1.3e-40	138.5	pfam05222	AlaDh_PNT_N	136
2608289661	376	150	315	3	168	1.6e-52	177.4	pfam01262	AlaDh_PNT_C	168
2608289664	458	12	294	1	198	1.9e-29	103	pfam07992	Pyr_redox_2	201
2608289664	458	158	232	2	70	8.5e-16	58.1	pfam00070	Pyr_redox	80
2608289664	458	357	457	14	102	1.0e-16	60.5	pfam00085	Thioredoxin	104
2608289665	88	1	67	3	65	8.5e-16	57.1	pfam01176	eIF-1a	65
2608289667	320	3	192	1	183	1.1e-29	103.6	pfam13460	NAD_binding_10	183
2608289668	316	36	303	1	227	2.3e-25	89.8	pfam12697	Abhydrolase_6	228
2608289669	174	11	73	1	63	3.9e-19	68.2	pfam13710	ACT_5	63
2608289669	174	83	157	1	75	5.1e-29	99.8	pfam10369	ALS_ss_C	75
2608289670	201	30	201	2	139	1.3e-30	106.6	pfam00160	Pro_isomerase	155
2608289671	185	7	183	7	180	1.1e-54	184.5	pfam02392	Ycf4	180
2608289672	358	27	333	1	256	9.7e-74	247.6	pfam00124	Photo_RC	257
2608289673	460	19	460	1	435	0.0e+00	584.6	pfam00421	PSII	437
2608289675	206	1	206	3	186	1.5e-46	157.9	pfam02545	Maf	195
2608289676	509	12	246	3	194	2.3e-15	56.7	pfam13500	AAA_26	199
2608289676	509	295	459	2	156	2.3e-41	140.9	pfam07685	GATase_3	158
2608289677	83	8	73	7	60	9.5e-07	28.4	pfam00111	Fer2	78
2608289680	343	80	322	1	217	8.3e-21	74.4	pfam13343	SBP_bac_6	242
2608289681	221	84	173	8	99	2.0e-08	34.6	pfam13640	2OG-FeII_Oxy_3	100
2608289683	431	40	408	12	344	2.4e-15	56.5	pfam04966	OprB	371
2608289684	291	3	286	1	284	0.0e+00	482.3	pfam02091	tRNA-synt_2e	284
2608289685	129	3	127	1	125	1.6e-45	153.7	pfam08854	DUF1824	125
2608289686	110	2	110	2	114	3.2e-12	46.5	pfam01187	MIF	114
2608289688	212	57	143	46	95	3.9e-07	30.4	pfam08241	Methyltransf_11	95
2608289690	218	3	217	3	214	3.4e-79	265	pfam11866	DUF3386	214
2608289691	352	10	299	1	270	3.0e-63	213.9	pfam00421	PSII	437
2608289691	352	290	351	384	421	4.9e-10	38.5	pfam00421	PSII	437
2608289692	174	5	162	1	143	9.1e-24	84	pfam00258	Flavodoxin_1	143
2608289693	244	44	223	2	111	2.4e-15	56.4	pfam13911	AhpC-TSA_2	115
2608289694	95	3	61	3	53	4.2e-11	42.2	pfam04193	PQ-loop	61
2608289696	261	105	254	269	384	1.3e-10	40.1	pfam03547	Mem_trans	385
2608289698	601	66	239	1	155	4.9e-10	39.5	pfam13231	PMT_2	159
2608289699	358	187	339	21	168	1.7e-20	73.1	pfam00534	Glycos_transf_1	172
2608289700	304	6	130	2	124	7.2e-16	58.3	pfam00892	EamA	126
2608289700	304	163	290	2	125	3.6e-18	65.8	pfam00892	EamA	126
2608289701	269	68	221	2	153	1.3e-49	167.8	pfam01343	Peptidase_S49	154
2608289702	123	7	123	2	117	3.8e-40	136.6	pfam07736	CM_1	118
2608289703	193	38	192	4	146	7.4e-41	139.1	pfam10989	DUF2808	146
2608289704	45	2	45	1	44	2.6e-16	59	pfam00468	Ribosomal_L34	44
2608289705	128	3	125	1	106	9.8e-17	60.8	pfam00825	Ribonuclease_P	111
2608289706	137	40	114	2	80	1.3e-17	63.5	pfam03703	bPH_2	80
2608289707	380	22	341	1	197	2.1e-56	190.7	pfam02096	60KD_IMP	198
2608289708	488	263	391	1	131	8.8e-31	106.8	pfam00004	AAA	132
2608289709	431	7	118	1	106	9.9e-17	60.9	pfam02403	Seryl_tRNA_N	108
2608289709	431	182	352	1	172	2.5e-41	141.1	pfam00587	tRNA-synt_2b	173
2608289710	359	5	346	3	192	8.5e-47	158.6	pfam02163	Peptidase_M50	192
2608289711	100	45	99	2	55	2.5e-24	84.4	pfam00253	Ribosomal_S14	55
2608289712	721	11	142	2	128	4.5e-18	65.8	pfam01138	RNase_PH	132
2608289712	721	145	209	1	67	3.9e-18	65.1	pfam03725	RNase_PH_C	68
2608289712	721	239	328	6	83	4.1e-12	46.1	pfam03726	PNPase	83
2608289712	721	331	465	1	132	1.8e-16	60.6	pfam01138	RNase_PH	132
2608289712	721	468	538	1	65	5.6e-06	26.2	pfam03725	RNase_PH_C	68
2608289712	721	565	621	3	60	9.3e-13	47.6	pfam00013	KH_1	60
2608289712	721	627	699	2	74	2.9e-16	59.2	pfam00575	S1	74
2608289713	298	10	292	11	270	9.2e-49	166.1	pfam00459	Inositol_P	271
2608289714	287	18	217	2	202	1.7e-30	106.3	pfam00590	TP_methylase	210
2608289718	207	12	37	10	34	4.5e-03	16.4	pfam00132	Hexapep	36
2608289718	207	46	81	3	33	2.9e-10	39.5	pfam14602	Hexapep_2	34
2608289718	207	115	150	2	36	1.1e-06	27.8	pfam00132	Hexapep	36
2608289719	441	21	210	2	179	6.3e-44	149.5	pfam03721	UDPG_MGDP_dh_N	185
2608289719	441	217	313	2	95	1.0e-25	89.7	pfam00984	UDPG_MGDP_dh	96
2608289719	441	336	433	1	102	2.4e-22	79	pfam03720	UDPG_MGDP_dh_C	106
2608289720	363	9	145	1	118	9.0e-23	81	pfam01408	GFO_IDH_MocA	120
2608289720	363	157	272	1	114	3.0e-11	43.1	pfam02894	GFO_IDH_MocA_C	115
2608289721	418	225	393	12	171	2.5e-11	43.3	pfam00534	Glycos_transf_1	172
2608289722	347	32	334	3	290	1.5e-54	184.7	pfam00676	E1_dh	300
2608289723	329	2	180	2	175	3.6e-29	101.5	pfam02779	Transket_pyr	178
2608289723	329	197	317	5	123	1.1e-19	70.5	pfam02780	Transketolase_C	124
2608289724	367	14	362	4	362	6.2e-83	278.8	pfam01041	DegT_DnrJ_EryC1	363
2608289725	243	2	199	1	183	9.3e-54	181.3	pfam02397	Bac_transf	187
2608289726	635	290	590	1	293	1.2e-110	369	pfam02719	Polysacc_synt_2	294
2608289727	357	2	139	1	138	1.6e-25	89.5	pfam13477	Glyco_trans_4_2	139
2608289727	357	170	336	11	171	7.3e-24	84.1	pfam00534	Glycos_transf_1	172
2608289729	216	50	202	6	112	2.1e-08	33.9	pfam13847	Methyltransf_31	152
2608289731	515	60	216	3	159	1.7e-19	70.2	pfam13231	PMT_2	159
2608289732	474	6	205	2	183	1.0e-53	181.4	pfam03721	UDPG_MGDP_dh_N	185
2608289732	474	220	317	1	93	1.4e-31	108.5	pfam00984	UDPG_MGDP_dh	96
2608289732	474	339	456	2	105	3.2e-32	110.8	pfam03720	UDPG_MGDP_dh_C	106
2608289733	355	10	273	1	223	3.0e-50	170.8	pfam01370	Epimerase	236
2608289734	476	7	295	2	247	1.9e-63	214	pfam00483	NTP_transferase	248
2608289734	476	322	472	1	151	6.6e-65	217.3	pfam01050	MannoseP_isomer	151
2608289735	314	1	225	9	225	3.8e-63	213	pfam01370	Epimerase	236
2608289736	367	16	263	1	236	2.1e-70	236.8	pfam01370	Epimerase	236
2608289737	352	6	279	1	227	2.0e-40	138.6	pfam01370	Epimerase	236
2608289737	352	292	351	2	58	1.5e-17	63.2	pfam13950	Epimerase_Csub	62
2608289739	329	81	242	2	158	9.3e-37	126.2	pfam00953	Glycos_transf_4	159
2608289740	387	200	364	11	166	2.1e-15	56.5	pfam00534	Glycos_transf_1	172
2608289743	370	179	347	15	154	1.4e-19	70.2	pfam00534	Glycos_transf_1	172
2608289744	622	48	170	1	124	7.1e-43	145.3	pfam13537	GATase_7	125
2608289744	622	243	551	4	255	1.7e-65	221	pfam00733	Asn_synthase	255
2608289745	431	277	422	3	103	1.1e-11	44.4	pfam13847	Methyltransf_31	152
2608289748	526	373	441	164	208	4.0e-05	23.4	pfam01636	APH	239
2608289750	112	3	109	49	150	3.0e-36	124.2	pfam01050	MannoseP_isomer	151
2608289753	576	29	301	2	215	3.9e-08	33	pfam00664	ABC_membrane	275
2608289753	576	379	534	1	137	2.5e-28	99	pfam00005	ABC_tran	137
2608289754	292	6	185	1	130	9.0e-19	67.7	pfam00535	Glycos_transf_2	169
2608289755	317	5	238	2	236	1.6e-35	122.6	pfam01370	Epimerase	236
2608289756	412	4	243	7	246	1.5e-13	50.6	pfam00483	NTP_transferase	248
2608289756	412	363	409	2	46	2.7e-08	33.4	pfam13242	Hydrolase_like	75
2608289757	327	97	158	11	67	1.9e-10	40.6	pfam00288	GHMP_kinases_N	67
2608289758	206	4	141	1	138	1.2e-29	102.7	pfam13580	SIS_2	138
2608289761	521	43	278	13	238	3.5e-41	140.9	pfam03102	NeuB	241
2608289761	521	417	485	4	62	1.5e-08	34	pfam07883	Cupin_2	71
2608289762	347	5	292	4	121	4.0e-20	72.3	pfam02348	CTP_transf_3	217
2608289766	241	1	234	10	251	1.5e-11	44.4	pfam03567	Sulfotransfer_2	253
2608289769	289	35	271	1	241	5.1e-72	241.8	pfam03102	NeuB	241
2608289770	302	115	255	17	129	1.8e-21	76.3	pfam13580	SIS_2	138
2608289771	264	26	220	15	212	9.8e-12	44.6	pfam01261	AP_endonuc_2	213
2608289772	227	4	189	1	87	1.4e-14	54.2	pfam02348	CTP_transf_3	217
2608289773	250	8	246	43	239	8.6e-25	87.8	pfam13561	adh_short_C2	241
2608289774	253	14	250	6	239	1.2e-17	64.5	pfam13561	adh_short_C2	241
2608289775	271	9	167	2	142	1.2e-09	38.2	pfam00106	adh_short	167
2608289775	271	171	269	146	239	1.8e-06	27.9	pfam13561	adh_short_C2	241
2608289777	582	10	391	2	417	1.2e-86	291.2	pfam00890	FAD_binding_2	417
2608289777	582	445	568	2	117	3.2e-19	69	pfam02910	Succ_DH_flav_C	129
2608289778	558	22	176	1	151	1.9e-12	47.2	pfam02706	Wzz	152
2608289779	205	5	69	2	65	3.5e-24	84.1	pfam01726	LexA_DNA_bind	65
2608289779	205	118	190	2	69	6.7e-12	44.8	pfam00717	Peptidase_S24	70
2608289780	308	10	147	2	142	1.8e-47	160.5	pfam02729	OTCace_N	142
2608289780	308	152	306	4	156	2.4e-46	157.5	pfam00185	OTCace	158
2608289781	620	16	109	4	110	8.5e-10	38.7	pfam06480	FtsH_ext	110
2608289781	620	206	342	1	131	5.0e-43	146.4	pfam00004	AAA	132
2608289781	620	402	612	2	213	4.6e-76	254.9	pfam01434	Peptidase_M41	213
2608289782	364	6	106	6	100	5.1e-16	58.1	pfam00383	dCMP_cyt_deam_1	102
2608289782	364	153	358	4	200	5.7e-40	137	pfam01872	RibD_C	200
2608289783	173	41	172	6	134	1.7e-38	131.5	pfam11320	DUF3122	134
2608289785	424	7	202	1	208	2.9e-23	82.6	pfam00590	TP_methylase	210
2608289785	424	264	372	2	58	3.7e-07	30.7	pfam12847	Methyltransf_18	112
2608289786	302	4	277	1	285	2.8e-67	226.4	pfam01513	NAD_kinase	285
2608289787	345	36	108	2	73	2.2e-19	68.9	pfam02912	Phe_tRNA-synt_N	73
2608289787	345	111	345	1	247	9.7e-100	332.8	pfam01409	tRNA-synt_2d	247
2608289788	269	4	195	2	196	1.6e-64	216.8	pfam01975	SurE	197
2608289789	177	1	177	2	183	6.4e-60	201.6	pfam12263	DUF3611	183
2608289790	307	7	160	4	158	2.4e-40	137.7	pfam06574	FAD_syn	158
2608289790	307	176	303	2	124	3.7e-34	117.2	pfam01687	Flavokinase	125
2608289791	351	154	330	1	180	3.7e-61	205.3	pfam02581	TMP-TENI	180
2608289792	69	3	69	2	77	1.2e-09	38.4	pfam02597	ThiS	77
2608289795	218	87	217	2	129	7.5e-18	64.2	pfam00731	AIRC	150
2608289797	167	8	166	1	157	4.7e-63	211.7	pfam02542	YgbB	157
2608289798	415	57	138	8	82	2.0e-12	46.6	pfam02563	Poly_export	83
2608289799	245	25	221	3	186	2.5e-51	173.9	pfam01746	tRNA_m1G_MT	186
2608289800	303	8	123	2	116	1.4e-23	83	pfam01926	MMR_HSR1	116
2608289800	303	207	288	1	78	2.1e-17	62.4	pfam07650	KH_2	78
2608289802	245	22	235	2	205	3.2e-30	105.2	pfam01027	Bax1-I	205
2608289803	318	114	318	2	205	4.4e-89	297.1	pfam02562	PhoH	205
2608289804	121	8	64	1	62	3.7e-18	64.9	pfam00886	Ribosomal_S16	62
2608289805	489	5	82	1	75	1.2e-16	60.5	pfam02881	SRP54_N	75
2608289805	489	100	296	1	196	6.4e-76	254.1	pfam00448	SRP54	196
2608289805	489	327	427	1	104	3.2e-28	98	pfam02978	SRP_SPB	104
2608289806	701	583	696	2	117	2.1e-21	76.4	pfam13355	DUF4101	117
2608289807	345	29	335	2	298	3.4e-97	324.7	pfam00676	E1_dh	300
2608289808	313	17	52	1	33	2.7e-14	52.5	pfam00140	Sigma70_r1_2	37
2608289808	313	82	152	2	71	3.0e-23	81.1	pfam04542	Sigma70_r2	71
2608289808	313	161	239	1	76	9.4e-16	57.4	pfam04539	Sigma70_r3	78
2608289808	313	251	304	1	50	4.9e-17	60.9	pfam04545	Sigma70_r4	50
2608289809	521	35	196	2	169	9.5e-31	106.6	pfam03853	YjeF_N	169
2608289809	521	256	513	2	203	7.4e-32	110.5	pfam01256	Carb_kinase	242
2608289810	385	24	384	1	356	1.9e-109	365.5	pfam03054	tRNA_Me_trans	356
2608289812	190	97	187	2	94	1.0e-34	118.3	pfam00254	FKBP_C	94
2608289813	142	1	132	4	129	1.3e-50	171	pfam09055	Sod_Ni	129
2608289814	105	1	67	7	61	1.1e-07	31.3	pfam00717	Peptidase_S24	70
2608289815	223	1	212	3	166	1.8e-06	27.5	pfam03824	NicO	282
2608289816	295	32	291	1	254	5.4e-86	287.7	pfam00218	IGPS	254
2608289817	479	9	330	1	198	5.8e-36	124.2	pfam07992	Pyr_redox_2	201
2608289817	479	181	268	2	67	2.5e-15	56.6	pfam00070	Pyr_redox	80
2608289817	479	358	471	1	108	2.5e-29	101.5	pfam02852	Pyr_redox_dim	110
2608289818	237	72	226	2	135	3.1e-30	104.9	pfam00588	SpoU_methylase	142
2608289819	456	18	420	3	419	4.8e-98	328.3	pfam00275	EPSP_synthase	419
2608289821	410	47	284	3	138	2.2e-07	31.1	pfam08245	Mur_ligase_M	188
2608289822	451	50	190	1	133	1.5e-32	112	pfam01565	FAD_binding_4	139
2608289825	463	20	119	3	98	5.0e-29	100	pfam00919	UPF0004	98
2608289825	463	164	343	1	166	4.3e-26	92	pfam04055	Radical_SAM	166
2608289825	463	396	463	2	60	6.7e-08	32.1	pfam01938	TRAM	61
2608289826	355	7	128	2	117	1.9e-27	95.9	pfam01820	Dala_Dala_lig_N	117
2608289826	355	145	350	2	202	3.6e-67	225.6	pfam07478	Dala_Dala_lig_C	203
2608289828	242	33	102	2	67	4.1e-07	29.9	pfam08478	POTRA_1	69
2608289829	371	22	193	2	214	4.9e-36	124.5	pfam00091	Tubulin	216
2608289829	371	230	325	1	95	8.7e-32	109	pfam12327	FtsZ_C	95
2608289831	257	1	255	6	250	5.2e-81	271.6	pfam02548	Pantoate_transf	261
2608289833	407	9	172	2	139	1.9e-12	47.6	pfam04055	Radical_SAM	166
2608289834	369	288	351	2	50	2.1e-04	21	pfam01938	TRAM	61
2608289835	220	20	213	23	181	1.2e-51	175	pfam00574	CLP_protease	182
2608289836	203	15	197	2	181	2.5e-82	274.9	pfam00574	CLP_protease	182
2608289837	329	14	178	2	165	3.2e-77	257.5	pfam07991	IlvN	165
2608289837	329	184	329	1	145	3.5e-58	195.6	pfam01450	IlvC	145
2608289838	339	7	323	3	292	4.3e-62	209.8	pfam03186	CobD_Cbib	295
2608289839	81	6	78	25	53	5.6e-05	23.4	pfam00504	Chloroa_b-bind	156
2608289844	91	1	90	1	89	2.3e-31	107.6	pfam00216	Bac_DNA_binding	90
2608289845	677	11	100	1	84	3.5e-09	36.5	pfam02922	CBM_48	85
2608289845	677	171	521	8	312	3.1e-16	59.6	pfam00128	Alpha-amylase	316
2608289847	448	1	442	5	422	1.0e-72	244.8	pfam13347	MFS_2	428
2608289848	237	18	235	2	214	9.7e-68	227.8	pfam02405	Permease	215
2608289849	134	12	128	1	116	2.3e-42	143.7	pfam11317	DUF3119	117
2608289850	336	54	334	3	282	0.0e+00	438.6	pfam11285	DUF3086	284
2608289851	197	7	186	2	178	2.6e-58	196.5	pfam02660	G3P_acyltransf	178
2608289852	242	9	235	2	223	1.5e-34	119.3	pfam00215	OMPdecase	226
2608289853	412	36	327	1	291	8.9e-67	225.2	pfam00579	tRNA-synt_1b	292
2608289854	107	1	104	1	107	2.4e-44	149.7	pfam08855	DUF1825	108
2608289856	490	19	142	2	126	4.1e-16	58.8	pfam02789	Peptidase_M17_N	126
2608289856	490	174	485	1	311	1.7e-124	414.7	pfam00883	Peptidase_M17	311
2608289857	200	23	176	2	154	3.8e-46	156.8	pfam01625	PMSR	156
2608289858	392	5	392	1	363	7.2e-89	298	pfam02684	LpxB	373
2608289859	280	26	61	2	36	2.1e-07	30.1	pfam00132	Hexapep	36
2608289859	280	116	151	2	35	1.6e-06	27.3	pfam00132	Hexapep	36
2608289859	280	188	276	1	81	1.4e-16	60.5	pfam13720	Acetyltransf_11	83
2608289860	152	21	145	1	136	1.2e-35	122	pfam07977	FabA	138
2608289861	282	11	280	5	274	3.2e-72	242.7	pfam03331	LpxC	277
2608289862	712	80	156	2	77	3.1e-07	30.7	pfam07244	Surf_Ag_VNR	78
2608289862	712	158	233	3	76	9.9e-05	21.9	pfam08479	POTRA_2	76
2608289862	712	247	321	13	77	2.4e-12	47.1	pfam07244	Surf_Ag_VNR	78
2608289862	712	348	708	1	302	5.2e-47	160.8	pfam01103	Bac_surface_Ag	323
2608289863	242	4	242	2	246	9.6e-60	201.7	pfam01259	SAICAR_synt	249
2608289864	443	15	116	2	100	1.8e-30	105.3	pfam02844	GARS_N	100
2608289864	443	117	308	2	194	1.8e-75	252.7	pfam01071	GARS_A	194
2608289864	443	343	436	2	91	5.6e-23	80.9	pfam02843	GARS_C	93
2608289865	689	213	282	2	69	7.8e-13	48.4	pfam00672	HAMP	70
2608289865	689	297	406	4	112	2.0e-08	34	pfam00989	PAS	113
2608289865	689	415	483	2	68	3.2e-18	65.4	pfam00512	HisKA	68
2608289865	689	528	662	4	109	2.4e-25	88.4	pfam02518	HATPase_c	111
2608289866	509	17	247	2	224	5.4e-74	248.1	pfam06745	KaiC	227
2608289866	509	259	479	2	223	5.8e-39	133.5	pfam06745	KaiC	227
2608289867	105	10	91	1	81	9.1e-30	101.9	pfam07689	KaiB	82
2608289868	146	17	112	2	96	1.8e-32	111.2	pfam00829	Ribosomal_L21p	96
2608289869	86	2	85	1	81	8.2e-37	124.8	pfam01016	Ribosomal_L27	81
2608289870	246	72	215	20	113	9.2e-09	35.2	pfam13489	Methyltransf_23	161
2608289871	307	26	175	1	149	2.0e-47	161	pfam01509	TruB_N	149
2608289872	391	123	214	5	96	2.8e-29	101.2	pfam08486	SpoIID	96
2608289873	312	31	274	2	193	1.5e-25	89.9	pfam12706	Lactamase_B_2	194
2608289874	182	50	142	7	69	3.0e-07	30.1	pfam13599	Pentapeptide_4	78
2608289876	99	10	85	5	78	4.7e-23	80.7	pfam00111	Fer2	78
2608289877	303	5	299	2	294	2.6e-72	243.4	pfam06325	PrmA	295
2608289878	528	4	313	1	133	1.3e-37	128.2	pfam00389	2-Hacid_dh	133
2608289878	528	105	281	1	178	6.9e-60	201.2	pfam02826	2-Hacid_dh_C	178
2608289878	528	455	519	2	65	1.2e-07	31	pfam01842	ACT	66
2608289880	263	189	235	1	47	6.7e-05	22.2	pfam01479	S4	48
2608289882	205	57	196	104	234	9.0e-08	31.7	pfam06966	DUF1295	235
2608289883	183	6	99	2	97	9.0e-26	90.1	pfam12766	Pyridox_oxase_2	100
2608289884	182	15	101	1	81	1.6e-20	73.2	pfam07681	DoxX	85
2608289885	384	5	231	5	198	2.4e-24	86	pfam03441	FAD_binding_7	277
2608289886	309	24	178	1	147	3.7e-19	69.2	pfam00106	adh_short	167
2608289888	468	125	302	1	188	1.8e-36	125.9	pfam08245	Mur_ligase_M	188
2608289888	468	322	399	2	81	8.0e-07	29	pfam02875	Mur_ligase_C	91
2608289890	242	7	122	10	107	4.7e-28	97.1	pfam02678	Pirin	107
2608289892	178	19	166	1	136	1.0e-37	128.8	pfam07799	DUF1643	136
2608289893	161	11	160	3	150	3.0e-61	205.5	pfam09980	DUF2214	150
2608289894	249	27	158	3	150	5.4e-10	39.6	pfam01590	GAF	154
2608289895	410	4	404	1	408	4.8e-110	367.8	pfam03486	HI0933_like	409
2608289897	290	4	134	2	125	1.5e-13	50.8	pfam00892	EamA	126
2608289899	91	16	87	5	74	2.5e-23	81.2	pfam05899	Cupin_3	74
2608289905	120	24	120	2	114	6.6e-16	58.2	pfam05656	DUF805	120
2608289909	368	52	346	4	248	1.5e-44	152.3	pfam00487	FA_desaturase	257
2608289914	391	68	350	3	250	2.7e-29	102.3	pfam00487	FA_desaturase	257
2608289916	207	4	204	3	204	2.1e-58	197.2	pfam06080	DUF938	204
2608289917	46	1	38	130	152	2.7e-04	21.2	pfam00504	Chloroa_b-bind	156
2608289920	400	28	396	1	353	2.0e-81	273.4	pfam03739	YjgP_YjgQ	354
2608289921	194	21	72	1	52	5.1e-23	80.3	pfam07566	DUF1543	52
2608289921	194	107	170	1	45	3.4e-11	42.4	pfam07566	DUF1543	52
2608289925	126	15	99	3	84	1.6e-09	38	pfam07681	DoxX	85
2608289927	128	2	128	1	128	1.9e-63	211.7	pfam12707	DUF3804	128
2608289938	463	6	151	1	132	4.2e-32	111	pfam13638	PIN_4	133
2608289938	463	238	463	1	198	7.6e-52	175.5	pfam02562	PhoH	205
2608289939	295	161	291	1	132	7.0e-30	103.5	pfam03641	Lysine_decarbox	133
2608289941	238	24	238	18	212	3.1e-27	95.3	pfam01738	DLH	218
2608289944	113	19	83	2	64	2.8e-19	68.7	pfam07045	DUF1330	65
2608289945	100	3	73	1	70	2.9e-18	65.2	pfam00076	RRM_1	70
2608289952	141	57	129	2	69	2.8e-09	36.3	pfam07883	Cupin_2	71
2608289954	42	1	32	126	155	1.4e-06	28.6	pfam00504	Chloroa_b-bind	156
2608289955	50	3	49	30	54	1.9e-04	21.7	pfam00504	Chloroa_b-bind	156
2608289956	69	12	68	30	55	2.1e-04	21.5	pfam00504	Chloroa_b-bind	156
2608289960	384	228	384	270	350	3.7e-06	26.3	pfam04966	OprB	371
2608289961	85	34	70	1	33	1.5e-19	69.2	pfam12518	DUF3721	34
2608289962	147	28	56	1	28	4.0e-07	29.3	pfam01744	GLTT	29
2608289962	147	58	86	1	27	1.3e-06	27.6	pfam01744	GLTT	29
2608289962	147	112	145	1	33	1.8e-18	65.8	pfam12518	DUF3721	34
2608289964	89	6	87	1	52	1.7e-18	65.4	pfam02416	MttA_Hcf106	53
2608289967	152	5	151	1	142	6.1e-51	172.2	pfam01878	EVE	143
2608289968	83	21	77	1	57	3.5e-29	100.5	pfam10929	DUF2811	57
2608289969	123	2	119	2	117	4.0e-42	142.9	pfam08848	DUF1818	117
2608289970	78	19	75	1	56	9.7e-15	54	pfam01192	RNA_pol_Rpb6	57
2608289971	522	220	394	221	376	1.2e-11	43.3	pfam00012	HSP70	602
2608289972	178	7	136	4	124	1.7e-14	53.5	pfam00156	Pribosyltran	125
2608289973	540	17	522	2	251	1.7e-89	299.5	pfam01676	Metalloenzyme	252
2608289973	540	95	314	1	223	3.4e-76	255.4	pfam06415	iPGM_N	223
2608289974	75	2	74	2	72	5.2e-19	67.7	pfam03840	SecG	74
2608289975	545	22	525	1	483	1.3e-121	406.6	pfam00118	Cpn60_TCP1	485
2608289976	103	10	102	2	93	1.2e-32	111.6	pfam00166	Cpn10	93
2608289977	486	15	87	1	69	1.5e-23	82.7	pfam02874	ATP-synt_ab_N	69
2608289977	486	143	364	1	215	6.4e-62	208.8	pfam00006	ATP-synt_ab	215
2608289977	486	377	486	1	112	1.5e-27	96.2	pfam00306	ATP-synt_ab_C	113
2608289978	134	3	81	2	80	2.2e-26	91.4	pfam02823	ATP-synt_DE_N	80
2608289978	134	85	134	1	46	8.5e-08	31.9	pfam00401	ATP-synt_DE	48
2608289979	158	89	137	1	48	2.4e-25	88.3	pfam04839	PSRP-3_Ycf65	49
2608289981	441	4	138	3	131	5.3e-38	129.4	pfam05195	AMP_N	134
2608289981	441	182	422	2	207	1.5e-54	184.7	pfam00557	Peptidase_M24	207
2608289982	325	7	185	2	183	7.1e-36	123.2	pfam01595	DUF21	183
2608289983	413	50	162	2	116	4.2e-13	49.2	pfam01926	MMR_HSR1	116
2608289983	413	220	384	3	132	9.5e-24	83.7	pfam05128	DUF697	162
2608289984	192	7	165	1	155	2.1e-12	47.3	pfam01467	CTP_transf_2	157
2608289985	565	4	192	5	167	3.0e-11	43	pfam00795	CN_hydrolase	186
2608289985	565	279	542	3	242	3.2e-66	222.6	pfam02540	NAD_synthase	242
2608289986	352	4	340	2	340	0.0e+00	484	pfam11805	DUF3326	340
2608289988	108	8	83	5	78	1.3e-13	50.4	pfam00111	Fer2	78
2608289989	316	2	316	1	288	4.6e-98	328.1	pfam00231	ATP-synt	290
2608289990	505	25	93	2	69	3.5e-18	65.5	pfam02874	ATP-synt_ab_N	69
2608289990	505	149	365	1	215	3.3e-71	239.2	pfam00006	ATP-synt_ab	215
2608289990	505	377	495	1	102	3.1e-22	79.1	pfam00306	ATP-synt_ab_C	113
2608289991	180	7	178	1	169	8.1e-49	165.7	pfam00213	OSCP	172
2608289992	170	17	148	2	128	4.1e-25	88.1	pfam00430	ATP-synt_B	132
2608289993	153	20	151	1	131	1.8e-24	86	pfam00430	ATP-synt_B	132
2608289994	81	8	77	2	66	2.3e-23	81.8	pfam00137	ATP-synt_C	66
2608289996	241	26	235	2	214	1.5e-54	184.7	pfam00119	ATP-synt_A	215
2608289998	411	47	399	3	357	1.8e-92	309.9	pfam01098	FTSW_RODA_SPOVE	359
2608289999	218	16	214	1	210	9.5e-35	120.1	pfam02683	DsbD	211
2608290000	428	14	420	1	462	5.6e-88	295.5	pfam05140	ResB	464
2608290001	136	56	136	1	80	6.5e-30	102.9	pfam14489	QueF	81
2608290003	112	4	105	1	102	4.7e-39	132.9	pfam00543	P-II	102
2608290004	270	5	53	2	46	1.5e-09	37.1	pfam01479	S4	48
2608290004	270	61	249	1	127	2.8e-16	60	pfam01728	FtsJ	181
2608290005	431	3	284	7	307	7.0e-47	160.1	pfam00206	Lyase_1	312
2608290005	431	349	430	1	80	4.8e-24	84.1	pfam10397	ADSL_C	81
2608290006	461	13	343	1	312	4.7e-94	315	pfam00206	Lyase_1	312
2608290006	461	409	461	1	53	2.7e-16	59.3	pfam10415	FumaraseC_C	55
2608290007	908	13	170	2	163	5.0e-21	74.9	pfam00270	DEAD	169
2608290007	908	310	394	10	78	5.2e-07	29.4	pfam00271	Helicase_C	78
2608290007	908	717	891	3	176	1.8e-43	147.8	pfam08148	DSHCT	180
2608290008	379	34	375	2	361	1.8e-47	162	pfam00155	Aminotran_1_2	363
