gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2608290085	179	83	176	SUPERFAMILY	SSF56053	IPR020040	Ribosomal protein L6, alpha-beta domain	GO:0003735|GO:0005840|GO:0006412|GO:0019843
2608290086	133	4	133	SUPERFAMILY	SSF56047	IPR000630	Ribosomal protein S8	GO:0003735|GO:0005840|GO:0006412
2608290086	133	103	120	ProSitePatterns	PS00053	IPR000630	Ribosomal protein S8	GO:0003735|GO:0005840|GO:0006412
2608290087	179	56	72	ProSitePatterns	PS00358	IPR020929	Ribosomal protein L5, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2608290087	179	3	177	SUPERFAMILY	SSF55282	IPR022803	Ribosomal protein L5 domain	
2608290088	118	17	44	SMART	SM00739	IPR005824	KOW	
2608290088	118	21	38	ProSitePatterns	PS01108	IPR005825	Ribosomal protein L24/L26, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2608290088	118	11	116	SUPERFAMILY	SSF50104	IPR008991	Translation protein SH3-like domain	
2608290089	121	1	121	SUPERFAMILY	SSF50193	IPR023571	Ribosomal protein L14 domain	GO:0003735|GO:0005840|GO:0006412
2608290090	88	4	82	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2608290090	88	54	66	ProSitePatterns	PS00056	IPR019979	Ribosomal protein S17, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2608290091	72	7	62	SUPERFAMILY	SSF46561	IPR001854	Ribosomal protein L29	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2608290092	160	1	138	SUPERFAMILY	SSF54686	IPR016180	Ribosomal protein L10e/L16	GO:0003735|GO:0005840|GO:0006412
2608290092	160	59	70	ProSitePatterns	PS00586	IPR020798	Ribosomal protein L16, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2608290092	160	82	93	ProSitePatterns	PS00701	IPR020798	Ribosomal protein L16, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2608290093	243	112	209	SUPERFAMILY	SSF54821	IPR001351	Ribosomal protein S3, C-terminal	GO:0003735|GO:0005840|GO:0006412
2608290093	243	39	110	ProSiteProfiles	PS50823	IPR004044	K Homology domain, type 2	GO:0003723
2608290093	243	60	128	SMART	SM00322	IPR004087	K Homology domain	GO:0003723
2608290093	243	2	109	SUPERFAMILY	SSF54814	IPR009019	K homology domain, prokaryotic type	GO:0003723
2608290093	243	166	200	ProSitePatterns	PS00548	IPR018280	Ribosomal protein S3, conserved site	GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412
2608290094	128	5	117	SUPERFAMILY	SSF54843	IPR001063	Ribosomal protein L22/L17	GO:0003735|GO:0005840|GO:0006412
2608290094	128	91	115	ProSitePatterns	PS00464	IPR018260	Ribosomal protein L22/L17, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2608290095	92	53	77	ProSitePatterns	PS00323	IPR020934	Ribosomal protein S19 conserved site	GO:0003723
2608290095	92	3	83	SUPERFAMILY	SSF54570	IPR023575	Ribosomal protein S19, superfamily	GO:0003735|GO:0005840|GO:0006412
2608290096	287	127	273	SUPERFAMILY	SSF50104	IPR008991	Translation protein SH3-like domain	
2608290096	287	2	125	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2608290096	287	218	229	ProSitePatterns	PS00467	IPR022671	Ribosomal protein L2, conserved site	GO:0003735|GO:0005840|GO:0006412
2608290097	100	82	97	ProSitePatterns	PS00050	IPR001014	Ribosomal protein L23/L25, conserved site	
2608290097	100	9	98	SUPERFAMILY	SSF54189	IPR012678	Ribosomal protein L23/L15e core domain	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2608290098	210	1	208	SUPERFAMILY	SSF52166	IPR023574	Ribosomal protein L4 domain	GO:0003735|GO:0005840|GO:0006412
2608290099	217	1	210	SUPERFAMILY	SSF50447	IPR009000	Translation protein, beta-barrel domain	
2608290099	217	102	125	ProSitePatterns	PS00474	IPR019926	Ribosomal protein L3, conserved site	
2608290101	335	83	109	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2608290101	335	110	139	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2608290101	335	119	130	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2608290101	335	70	136	SUPERFAMILY	SSF54862			
2608290103	260	5	205	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2608290104	365	65	236	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608290104	365	221	229	ProSitePatterns	PS00321	IPR020584	DNA recombination/repair protein RecA, conserved site	GO:0003677|GO:0005524|GO:0006259|GO:0008094
2608290104	365	207	280	ProSiteProfiles	PS50163	IPR020587	DNA recombination/repair protein RecA, monomer-monomer interface	GO:0003677|GO:0005524|GO:0006259|GO:0008094
2608290104	365	44	202	ProSiteProfiles	PS50162	IPR020588	DNA recombination/repair protein RecA-like, ATP-binding domain	GO:0003677|GO:0005524|GO:0006259|GO:0008094
2608290104	365	277	333	SUPERFAMILY	SSF54752	IPR023400	DNA recombination and repair protein RecA, C-terminal	
2608290104	365	13	275	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290107	279	1	279	ProSiteProfiles	PS51176	IPR003099	Prephenate dehydrogenase	GO:0004665|GO:0006571|GO:0008977|GO:0055114
2608290107	279	166	278	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
2608290107	279	1	162	SUPERFAMILY	SSF51735			
2608290108	501	1	334	SUPERFAMILY	SSF51905			
2608290108	501	456	492	SUPERFAMILY	SSF51905			
2608290109	292	5	281	SUPERFAMILY	SSF56112	IPR011009	Protein kinase-like domain	GO:0016772
2608290111	380	281	380	SMART	SM00450	IPR001763	Rhodanese-like domain	
2608290111	380	291	380	ProSiteProfiles	PS50206	IPR001763	Rhodanese-like domain	
2608290111	380	3	352	SUPERFAMILY	SSF69572	IPR009036	Molybdenum cofactor biosynthesis, MoeB	
2608290112	386	23	188	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290112	386	204	386	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290113	274	27	215	SUPERFAMILY	SSF52402			
2608290114	144	24	130	SUPERFAMILY	SSF56276	IPR016067	S-adenosylmethionine decarboxylase, core	GO:0004014|GO:0008295
2608290115	297	48	68	ProSitePatterns	PS00617	IPR018078	DNA-binding, RecF, conserved site	GO:0003697|GO:0005524|GO:0006281
2608290115	297	246	264	ProSitePatterns	PS00618	IPR018078	DNA-binding, RecF, conserved site	GO:0003697|GO:0005524|GO:0006281
2608290115	297	14	149	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290115	297	178	283	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290118	989	27	989	SUPERFAMILY	SSF51621	IPR015813	Pyruvate/Phosphoenolpyruvate kinase-like domain	GO:0003824
2608290118	989	171	182	ProSitePatterns	PS00781	IPR018129	Phosphoenolpyruvate carboxylase, active site	GO:0006099|GO:0008964
2608290118	989	621	633	ProSitePatterns	PS00393	IPR018129	Phosphoenolpyruvate carboxylase, active site	GO:0006099|GO:0008964
2608290119	372	3	364	SUPERFAMILY	SSF55931			
2608290120	506	18	501	SUPERFAMILY	SSF56322	IPR005801	ADC synthase	GO:0009058
2608290121	140	4	140	SUPERFAMILY	SSF64234	IPR003685	Photosystem I PsaD	GO:0009522|GO:0009538|GO:0015979
2608290122	454	229	278	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2608290124	356	212	228	ProSitePatterns	PS01215	IPR000808	Mrp, conserved site	GO:0005524
2608290124	356	91	333	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290124	356	2	87	SUPERFAMILY	SSF117916			
2608290125	342	5	326	SUPERFAMILY	SSF102886	IPR001260	Coproporphyrinogen III oxidase, aerobic	GO:0004109|GO:0006779|GO:0055114
2608290125	342	165	189	ProSitePatterns	PS01021	IPR018375	Coproporphyrinogen III oxidase, conserved site	GO:0004109|GO:0006779|GO:0055114
2608290127	211	6	179	SMART	SM00474	IPR002562	3'-5' exonuclease domain	GO:0003676|GO:0006139|GO:0008408
2608290127	211	17	196	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
2608290129	419	166	416	SUPERFAMILY	SSF53756			
2608290133	347	166	336	SUPERFAMILY	SSF56042	IPR010918	AIR synthase-related protein, C-terminal domain	
2608290133	347	2	165	SUPERFAMILY	SSF55326	IPR016188	PurM, N-terminal-like	GO:0003824
2608290134	510	283	500	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290134	510	4	281	SUPERFAMILY	SSF52374			
2608290135	157	1	155	SUPERFAMILY	SSF52788	IPR023485	Phosphotyrosine protein phosphatase I superfamily	
2608290135	157	4	155	SMART	SM00226	IPR023485	Phosphotyrosine protein phosphatase I superfamily	
2608290138	236	5	234	SUPERFAMILY	SSF48613	IPR016084	Haem oxygenase-like, multi-helical	
2608290140	474	360	379	ProSitePatterns	PS00470	IPR019818	Isocitrate/isopropylmalate dehydrogenase, conserved site	GO:0000287|GO:0016616|GO:0051287|GO:0055114
2608290140	474	5	283	SUPERFAMILY	SSF53659			
2608290140	474	332	473	SUPERFAMILY	SSF53659			
2608290141	449	3	443	SUPERFAMILY	SSF142764			
2608290142	284	19	280	SUPERFAMILY	SSF74650	IPR011013	Galactose mutarotase-like domain	GO:0003824|GO:0005975|GO:0030246
2608290143	299	20	296	SUPERFAMILY	SSF53474			
2608290145	844	673	685	ProSitePatterns	PS00102	IPR000811	Glycosyl transferase, family 35	GO:0005975|GO:0008184
2608290145	844	24	834	SUPERFAMILY	SSF53756			
2608290150	249	13	143	ProSiteProfiles	PS50142	IPR000999	Ribonuclease III domain	GO:0003723|GO:0004525|GO:0006396
2608290150	249	40	169	SMART	SM00535	IPR000999	Ribonuclease III domain	GO:0003723|GO:0004525|GO:0006396
2608290150	249	42	167	SUPERFAMILY	SSF69065	IPR000999	Ribonuclease III domain	GO:0003723|GO:0004525|GO:0006396
2608290150	249	175	245	ProSiteProfiles	PS50137	IPR014720	Double-stranded RNA-binding domain	
2608290150	249	176	244	SMART	SM00358	IPR014720	Double-stranded RNA-binding domain	
2608290150	249	129	243	SUPERFAMILY	SSF54768			
2608290152	179	6	97	SUPERFAMILY	SSF50447	IPR009000	Translation protein, beta-barrel domain	
2608290152	179	103	176	SUPERFAMILY	SSF50346	IPR011033	PRC-barrel-like	
2608290153	631	299	448	ProSiteProfiles	PS51464	IPR001347	Sugar isomerase (SIS)	GO:0005975|GO:0030246
2608290153	631	482	621	ProSiteProfiles	PS51464	IPR001347	Sugar isomerase (SIS)	GO:0005975|GO:0030246
2608290153	631	2	230	ProSiteProfiles	PS51278	IPR017932	Glutamine amidotransferase type 2 domain	
2608290153	631	2	247	SUPERFAMILY	SSF56235			
2608290153	631	257	631	SUPERFAMILY	SSF53697			
2608290154	81	2	31	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2608290154	81	39	68	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2608290154	81	11	22	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2608290154	81	48	59	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2608290154	81	7	65	SUPERFAMILY	SSF54862			
2608290155	79	33	48	ProSitePatterns	PS00012	IPR006162	Phosphopantetheine attachment site	
2608290155	79	3	77	SUPERFAMILY	SSF47336	IPR009081	Acyl carrier protein-like	
2608290155	79	5	75	ProSiteProfiles	PS50075	IPR009081	Acyl carrier protein-like	
2608290156	414	6	252	SUPERFAMILY	SSF53901	IPR016039	Thiolase-like	GO:0003824|GO:0008152
2608290156	414	216	413	SUPERFAMILY	SSF53901	IPR016039	Thiolase-like	GO:0003824|GO:0008152
2608290156	414	156	172	ProSitePatterns	PS00606	IPR018201	Beta-ketoacyl synthase, active site	
2608290156	414	7	409	SMART	SM00825	IPR020841	Polyketide synthase, beta-ketoacyl synthase domain	
2608290157	668	17	37	ProSitePatterns	PS00801	IPR005474	Transketolase, N-terminal	
2608290157	668	359	533	SMART	SM00861	IPR005475	Transketolase-like, pyrimidine-binding domain	
2608290157	668	537	668	SUPERFAMILY	SSF52922	IPR009014	Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II	GO:0003824|GO:0008152
2608290157	668	474	490	ProSitePatterns	PS00802	IPR020826	Transketolase binding site	
2608290157	668	8	337	SUPERFAMILY	SSF52518			
2608290157	668	341	531	SUPERFAMILY	SSF52518			
2608290160	394	184	291	SUPERFAMILY	SSF55031	IPR011650	Peptidase M20, dimerisation domain	
2608290160	394	6	196	SUPERFAMILY	SSF53187			
2608290160	394	297	384	SUPERFAMILY	SSF53187			
2608290161	262	32	235	ProSiteProfiles	PS50293	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
2608290161	262	66	99	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2608290161	262	66	99	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2608290161	262	100	133	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2608290161	262	134	167	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2608290161	262	134	167	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2608290161	262	168	201	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2608290161	262	168	201	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2608290161	262	202	235	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2608290161	262	202	235	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2608290161	262	34	236	SUPERFAMILY	SSF48452			
2608290162	352	71	204	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608290162	352	40	272	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290162	352	278	346	SUPERFAMILY	SSF46785			
2608290163	164	39	51	ProSitePatterns	PS01317	IPR020081	SsrA-binding protein, conserved site	
2608290163	164	14	145	SUPERFAMILY	SSF74982	IPR023620	Small protein B	
2608290165	512	184	496	ProSiteProfiles	PS50862	IPR006195	Aminoacyl-tRNA synthetase, class II	GO:0004812|GO:0006418
2608290165	512	2	147	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2608290165	512	154	495	SUPERFAMILY	SSF55681			
2608290166	248	4	114	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2608290166	248	5	118	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2608290166	248	158	236	SMART	SM00862	IPR001867	Signal transduction response regulator, C-terminal	GO:0000156|GO:0000160|GO:0003677|GO:0006355
2608290166	248	2	126	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2608290166	248	135	234	SUPERFAMILY	SSF46894	IPR016032	Signal transduction response regulator, C-terminal effector	GO:0003677|GO:0006355
2608290169	350	8	143	SUPERFAMILY	SSF53067			
2608290169	350	146	326	SUPERFAMILY	SSF53067			
2608290170	133	12	111	ProSiteProfiles	PS50935	IPR000424	Primosome PriB/single-strand DNA-binding	GO:0003697
2608290170	133	11	133	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2608290172	472	13	471	SMART	SM00996	IPR000043	Adenosylhomocysteinase	GO:0004013|GO:0006730
2608290172	472	233	392	SMART	SM00997	IPR015878	S-adenosyl-L-homocysteine hydrolase, NAD binding domain	
2608290172	472	85	99	ProSitePatterns	PS00738	IPR020082	S-adenosyl-L-homocysteine hydrolase, conserved site	GO:0004013|GO:0006730
2608290172	472	255	271	ProSitePatterns	PS00739	IPR020082	S-adenosyl-L-homocysteine hydrolase, conserved site	GO:0004013|GO:0006730
2608290172	472	11	149	SUPERFAMILY	SSF52283			
2608290172	472	185	232	SUPERFAMILY	SSF52283			
2608290172	472	233	392	SUPERFAMILY	SSF51735			
2608290172	472	393	472	SUPERFAMILY	SSF52283			
2608290173	145	14	119	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290174	332	265	278	ProSitePatterns	PS00584	IPR002173	Carbohydrate/puine kinase, PfkB, conserved site	GO:0016773
2608290174	332	1	327	SUPERFAMILY	SSF53613			
2608290175	304	7	300	SUPERFAMILY	SSF53474			
2608290176	344	137	150	ProSitePatterns	PS00715	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2608290176	344	186	258	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2608290176	344	244	335	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2608290176	344	34	182	SUPERFAMILY	SSF88946	IPR013325	RNA polymerase sigma factor, region 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2608290177	468	152	215	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
2608290177	468	155	208	SMART	SM00116	IPR000644	CBS domain	GO:0030554
2608290177	468	216	274	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
2608290177	468	219	267	SMART	SM00116	IPR000644	CBS domain	GO:0030554
2608290177	468	45	148	SMART	SM00924	IPR006668	Magnesium transporter, MgtE intracellular domain	
2608290177	468	22	144	SUPERFAMILY	SSF158791			
2608290177	468	147	285	SUPERFAMILY	SSF54631			
2608290177	468	292	463	SUPERFAMILY	SSF161093			
2608290181	655	43	646	SMART	SM00433	IPR001241	DNA topoisomerase, type IIA	GO:0003677|GO:0003918|GO:0005524|GO:0006265
2608290181	655	14	223	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2608290181	655	39	186	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2608290181	655	436	551	ProSiteProfiles	PS50880	IPR006171	Toprim domain	
2608290181	655	412	646	SUPERFAMILY	SSF56719	IPR013760	DNA topoisomerase, type IIA-like domain	GO:0003918|GO:0005524
2608290181	655	440	448	ProSitePatterns	PS00177	IPR018522	DNA topoisomerase, type IIA, conserved site	GO:0003677|GO:0003918|GO:0005524|GO:0006265
2608290181	655	238	409	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2608290182	299	6	53	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290182	299	8	161	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290182	299	158	253	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290183	190	70	83	ProSitePatterns	PS00938	IPR019813	Translation initiation factor 3, conserved site	GO:0003743|GO:0006413
2608290183	190	18	90	SUPERFAMILY	SSF54364	IPR019814	Translation initiation factor 3, N-terminal	GO:0003743|GO:0006413
2608290183	190	96	181	SUPERFAMILY	SSF55200	IPR019815	Translation initiation factor 3, C-terminal	GO:0006413
2608290184	328	11	79	ProSiteProfiles	PS50949	IPR000524	Transcription regulator HTH, GntR	GO:0003700|GO:0006355
2608290184	328	17	76	SMART	SM00345	IPR000524	Transcription regulator HTH, GntR	GO:0003700|GO:0006355
2608290184	328	8	78	SUPERFAMILY	SSF46785			
2608290185	245	4	171	SUPERFAMILY	SSF51161	IPR011004	Trimeric LpxA-like	
2608290185	245	127	155	ProSitePatterns	PS00101	IPR018357	Hexapeptide transferase, conserved site	GO:0016740
2608290186	943	2	397	SMART	SM00957	IPR011115	SecA DEAD-like, N-terminal	GO:0005524|GO:0016020|GO:0017038
2608290186	943	723	940	SUPERFAMILY	SSF81886	IPR011116	SecA Wing/Scaffold	GO:0016020|GO:0017038
2608290186	943	230	363	SUPERFAMILY	SSF81767	IPR011130	SecA preprotein, cross-linking domain	GO:0016020|GO:0017038
2608290186	943	231	353	SMART	SM00958	IPR011130	SecA preprotein, cross-linking domain	GO:0016020|GO:0017038
2608290186	943	1	722	ProSiteProfiles	PS51196	IPR014018	SecA motor DEAD	
2608290186	943	497	512	ProSitePatterns	PS01312	IPR020937	SecA conserved site	GO:0006605|GO:0006886|GO:0016020
2608290186	943	5	231	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290186	943	363	410	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290186	943	414	520	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290186	943	625	721	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290187	151	23	151	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
2608290187	151	39	142	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2608290188	143	25	119	SUPERFAMILY	SSF54427			
2608290190	158	6	157	SUPERFAMILY	SSF52121	IPR002180	6,7-dimethyl-8-ribityllumazine synthase	GO:0009231|GO:0009349
2608290191	65	1	65	SUPERFAMILY	SSF161055			
2608290192	913	713	900	SMART	SM00534	IPR000432	DNA mismatch repair protein MutS, C-terminal	GO:0005524|GO:0006298|GO:0030983
2608290192	913	794	810	ProSitePatterns	PS00486	IPR000432	DNA mismatch repair protein MutS, C-terminal	GO:0005524|GO:0006298|GO:0030983
2608290192	913	362	665	SUPERFAMILY	SSF48334	IPR007696	DNA mismatch repair protein MutS, core	GO:0005524|GO:0006298|GO:0030983
2608290192	913	379	696	SMART	SM00533	IPR007696	DNA mismatch repair protein MutS, core	GO:0005524|GO:0006298|GO:0030983
2608290192	913	194	335	SUPERFAMILY	SSF53150	IPR007860	DNA mismatch repair protein MutS, connector domain	GO:0005524|GO:0006298|GO:0030983
2608290192	913	78	195	SUPERFAMILY	SSF55271	IPR016151	DNA mismatch repair protein MutS, N-terminal	GO:0005524|GO:0006298|GO:0030983
2608290192	913	682	904	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290193	207	5	204	SUPERFAMILY	SSF63965	IPR003722	Cobalamin (vitamin B12) biosynthesis CobH/CbiC, precorrin-8X methylmutase, core	GO:0009236|GO:0016993
2608290194	333	213	329	SUPERFAMILY	SSF48019	IPR008921	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal	GO:0003677|GO:0006260
2608290194	333	2	184	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290195	586	4	244	SUPERFAMILY	SSF53633	IPR001048	Aspartate/glutamate/uridylate kinase	
2608290195	586	276	360	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
2608290195	586	444	524	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
2608290195	586	526	586	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
2608290195	586	5	13	ProSitePatterns	PS00324	IPR018042	Aspartate kinase, conserved site	GO:0004072|GO:0008652
2608290195	586	263	331	SUPERFAMILY	SSF55021			
2608290195	586	343	424	SUPERFAMILY	SSF55021			
2608290195	586	429	504	SUPERFAMILY	SSF55021			
2608290195	586	519	585	SUPERFAMILY	SSF55021			
2608290196	679	429	592	ProSiteProfiles	PS51194	IPR001650	Helicase, C-terminal	GO:0003676|GO:0004386|GO:0005524
2608290196	679	458	544	SMART	SM00490	IPR001650	Helicase, C-terminal	GO:0003676|GO:0004386|GO:0005524
2608290196	679	636	675	SUPERFAMILY	SSF46600	IPR001943	UVR domain	GO:0005515
2608290196	679	639	674	ProSiteProfiles	PS50151	IPR001943	UVR domain	GO:0005515
2608290196	679	8	423	SMART	SM00487	IPR014001	Helicase, superfamily 1/2, ATP-binding domain	
2608290196	679	25	176	ProSiteProfiles	PS51192	IPR014001	Helicase, superfamily 1/2, ATP-binding domain	
2608290196	679	1	413	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290196	679	36	81	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290196	679	457	570	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290197	258	28	229	SUPERFAMILY	SSF51569			
2608290198	336	21	248	SUPERFAMILY	SSF52402			
2608290199	660	38	235	SMART	SM00849	IPR001279	Beta-lactamase-like	GO:0016787
2608290199	660	384	412	ProSitePatterns	PS01292	IPR001587	Ribonuclease J, conserved site	GO:0003723|GO:0016788|GO:0046872
2608290199	660	26	444	SUPERFAMILY	SSF56281			
2608290200	300	49	66	ProSitePatterns	PS00665	IPR020624	Dihydrodipicolinate synthetase, conserved site	GO:0008152|GO:0016829
2608290200	300	145	175	ProSitePatterns	PS00666	IPR020625	Dihydrodipicolinate synthetase, active site	GO:0008152|GO:0016829
2608290200	300	13	297	SUPERFAMILY	SSF51569			
2608290201	343	13	128	SMART	SM00859	IPR000534	Semialdehyde dehydrogenase, NAD-binding	GO:0016620|GO:0051287|GO:0055114
2608290201	343	12	164	SUPERFAMILY	SSF51735			
2608290201	343	136	327	SUPERFAMILY	SSF55347			
2608290202	481	174	256	ProSiteProfiles	PS50059	IPR001179	Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain	GO:0006457
2608290202	481	8	138	SUPERFAMILY	SSF102735	IPR008881	Trigger factor, ribosome-binding, bacterial	GO:0006457|GO:0015031
2608290202	481	263	443	SUPERFAMILY	SSF109998	IPR027304	Trigger factor/SurA domain	
2608290202	481	145	262	SUPERFAMILY	SSF54534			
2608290203	219	117	128	ProSitePatterns	PS00381	IPR018215	ClpP, active site	GO:0004252|GO:0006508
2608290203	219	139	152	ProSitePatterns	PS00382	IPR018215	ClpP, active site	GO:0004252|GO:0006508
2608290203	219	38	217	SUPERFAMILY	SSF52096			
2608290204	455	137	289	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608290204	455	7	46	SMART	SM00994	IPR010603	Zinc finger, ClpX C4-type	GO:0008270|GO:0046983
2608290204	455	346	436	SMART	SM01086	IPR019489	Clp ATPase, C-terminal	
2608290204	455	80	436	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290204	455	8	43	SUPERFAMILY	SSF57716			
2608290205	579	39	183	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608290205	579	252	369	SUPERFAMILY	SSF48019	IPR008921	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal	GO:0003677|GO:0006260
2608290205	579	34	227	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290206	433	74	343	SUPERFAMILY	SSF53448			
