gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2608289772	227	100	1	227	1	227	0.0e+00	459.9	KO:K00983	N-acylneuraminate cytidylyltransferase [EC:2.7.7.43]	EC:2.7.7.43	Yes
2608289773	250	32.4	2	248	6	253	3.2e-26	119.8	KO:K00065	2-deoxy-D-gluconate 3-dehydrogenase [EC:1.1.1.125]	EC:1.1.1.125	Yes
2608289774	253	30	1	250	1	256	2.5e-25	117.5	KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	Yes
2608289777	582	100	1	582	1	582	0.0e+00	1160.2	KO:K00239	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	EC:1.3.5.1	Yes
2608289779	205	100	1	205	1	205	0.0e+00	409.1	KO:K01356	repressor LexA [EC:3.4.21.88]	EC:3.4.21.88	Yes
2608289780	308	100	1	308	1	308	0.0e+00	611.7	KO:K00611	ornithine carbamoyltransferase [EC:2.1.3.3]	EC:2.1.3.3	Yes
2608289781	620	100	1	620	1	620	0.0e+00	1194.5	KO:K03798	cell division protease FtsH [EC:3.4.24.-]	EC:3.4.24.-	Yes
2608289782	364	100	1	364	1	364	0.0e+00	737.6	KO:K11752	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	EC:1.1.1.193	Yes
2608289782	364	100	1	364	1	364	0.0e+00	737.6	KO:K11752	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	EC:3.5.4.26	Yes
2608289785	424	100	1	424	1	424	0.0e+00	840.1	KO:K00595	precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]	EC:2.1.1.132	Yes
2608289786	302	99.7	1	302	1	302	0.0e+00	609	KO:K00858	NAD+ kinase [EC:2.7.1.23]	EC:2.7.1.23	Yes
2608289787	345	100	1	345	1	345	0.0e+00	695.7	KO:K01889	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	EC:6.1.1.20	Yes
2608289788	269	100	1	269	1	269	0.0e+00	550.4	KO:K03787	5'-nucleotidase [EC:3.1.3.5]	EC:3.1.3.5	Yes
2608289790	307	99.7	1	307	1	307	0.0e+00	609	KO:K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	EC:2.7.1.26	Yes
2608289790	307	99.7	1	307	1	307	0.0e+00	609	KO:K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	EC:2.7.7.2	Yes
2608289791	351	100	1	351	15	365	0.0e+00	692.6	KO:K00788	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	EC:2.5.1.3	Yes
2608289792	69	100	1	69	1	69	1.1e-31	136.7	KO:K03154	sulfur carrier protein		Yes
2608289795	218	100	1	218	1	218	0.0e+00	422.2	KO:K06898			Yes
2608289797	167	100	1	167	1	167	0.0e+00	338.2	KO:K01770	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]	EC:4.6.1.12	Yes
2608289798	415	99.8	1	415	1	415	0.0e+00	805.1	KO:K01991	polysaccharide export outer membrane protein		Yes
2608289799	245	100	1	245	1	245	0.0e+00	504.6	KO:K00554	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	EC:2.1.1.228	Yes
2608289800	303	99.7	1	303	1	303	0.0e+00	595.1	KO:K03595	GTP-binding protein Era		Yes
2608289802	245	100	1	245	1	245	0.0e+00	467.2	KO:K06890			Yes
2608289803	318	100	1	318	1	318	0.0e+00	615.1	KO:K06217	phosphate starvation-inducible protein PhoH and related proteins		Yes
2608289804	121	100	1	121	1	121	0.0e+00	235.3	KO:K02959	small subunit ribosomal protein S16		Yes
2608289805	489	100	1	489	1	489	0.0e+00	947.6	KO:K03106	signal recognition particle subunit SRP54		Yes
2608289807	345	100	1	345	13	357	0.0e+00	707.2	KO:K00161	pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1]	EC:1.2.4.1	Yes
2608289808	313	100	1	313	1	313	0.0e+00	610.9	KO:K03086	RNA polymerase primary sigma factor		Yes
2608289809	521	87.5	1	521	1	521	0.0e+00	910.6	KO:K17759	NAD(P)H-hydrate epimerase [EC:5.1.99.6]	EC:5.1.99.6	Yes
2608289810	385	100	1	385	1	385	0.0e+00	775.8	KO:K00566	tRNA-specific 2-thiouridylase [EC:2.8.1.-]	EC:2.8.1.-	Yes
2608289811	495	99.8	1	495	1	495	0.0e+00	1003.8	KO:K03820	apolipoprotein N-acyltransferase [EC:2.3.1.-]	EC:2.3.1.-	Yes
2608289812	190	99.5	1	190	1	190	0.0e+00	372.9	KO:K01802	peptidylprolyl isomerase [EC:5.2.1.8]	EC:5.2.1.8	Yes
2608289813	142	100	1	142	16	157	0.0e+00	292	KO:K00518	nickel superoxide dismutase [EC:1.15.1.1]	EC:1.15.1.1	Yes
2608289816	295	100	1	295	1	295	0.0e+00	575.9	KO:K01609	indole-3-glycerol phosphate synthase [EC:4.1.1.48]	EC:4.1.1.48	Yes
2608289817	479	99.8	1	479	1	479	0.0e+00	935.3	KO:K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	EC:1.8.1.4	Yes
2608289818	237	99.6	1	237	1	237	0.0e+00	462.2	KO:K03437	RNA methyltransferase, TrmH family		Yes
2608289819	456	100	1	456	1	456	0.0e+00	889.4	KO:K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	EC:2.5.1.7	Yes
2608289821	410	99.8	1	410	1	410	0.0e+00	815.1	KO:K11754	dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	EC:6.3.2.12	Yes
2608289821	410	99.8	1	410	1	410	0.0e+00	815.1	KO:K11754	dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	EC:6.3.2.17	Yes
2608289823	411	99.8	1	411	1	411	0.0e+00	822.4	KO:K01485	cytosine deaminase [EC:3.5.4.1]	EC:3.5.4.1	Yes
2608289825	463	99.8	1	463	1	463	0.0e+00	929.9	KO:K06168	bifunctional enzyme involved in thiolation and methylation of tRNA		Yes
2608289826	355	100	1	355	1	355	0.0e+00	705.7	KO:K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	EC:6.3.2.4	Yes
2608289828	242	99.6	1	242	1	242	0.0e+00	472.2	KO:K03589	cell division protein FtsQ		Yes
2608289829	371	100	1	371	1	371	0.0e+00	712.2	KO:K03531	cell division protein FtsZ		Yes
2608289831	257	100	1	257	1	257	0.0e+00	510.4	KO:K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	EC:2.1.2.11	Yes
2608289833	407	100	1	407	1	407	0.0e+00	844.3	KO:K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.99.22]	EC:1.3.99.22	Yes
2608289835	220	100	1	220	1	220	0.0e+00	438	KO:K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	EC:3.4.21.92	Yes
2608289836	203	100	1	203	1	203	0.0e+00	402.1	KO:K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	EC:3.4.21.92	Yes
2608289837	329	100	1	329	1	329	0.0e+00	657.9	KO:K00053	ketol-acid reductoisomerase [EC:1.1.1.86]	EC:1.1.1.86	Yes
2608289838	339	99.7	1	339	1	339	0.0e+00	663.7	KO:K02227	adenosylcobinamide-phosphate synthase [EC:6.3.1.10]	EC:6.3.1.10	Yes
2608289844	91	100	1	91	1	91	2.2e-43	176	KO:K03530	DNA-binding protein HU-beta		Yes
2608289845	677	99.9	1	677	1	677	0.0e+00	1427.5	KO:K02438	glycogen operon protein [EC:3.2.1.-]	EC:3.2.1.-	Yes
2608289847	448	100	1	448	1	448	0.0e+00	881.7	KO:K03292	glycoside/pentoside/hexuronide:cation symporter, GPH family		Yes
2608289848	237	100	1	237	15	251	0.0e+00	452.2	KO:K02066	putative ABC transport system permease protein		Yes
2608289851	197	100	1	197	1	197	0.0e+00	389.4	KO:K08591	glycerol-3-phosphate acyltransferase PlsY [EC:2.3.1.15]	EC:2.3.1.15	Yes
2608289852	242	100	1	242	1	242	0.0e+00	473.8	KO:K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]	EC:4.1.1.23	Yes
2608289853	412	100	1	412	1	412	0.0e+00	808.9	KO:K01866	tyrosyl-tRNA synthetase [EC:6.1.1.1]	EC:6.1.1.1	Yes
2608289856	490	100	1	490	1	490	0.0e+00	965.7	KO:K01255	leucyl aminopeptidase [EC:3.4.11.1]	EC:3.4.11.1	Yes
2608289857	200	100	1	200	1	200	0.0e+00	414.5	KO:K07304	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	EC:1.8.4.11	Yes
2608289858	392	100	1	392	1	392	0.0e+00	776.5	KO:K00748	lipid-A-disaccharide synthase [EC:2.4.1.182]	EC:2.4.1.182	Yes
2608289859	280	100	1	280	1	280	0.0e+00	567.4	KO:K00677	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	EC:2.3.1.129	Yes
2608289860	152	99.3	1	152	1	152	0.0e+00	303.9	KO:K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	EC:4.2.1.59	Yes
2608289861	282	99.6	1	282	1	282	0.0e+00	562.4	KO:K02535	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	EC:3.5.1.108	Yes
2608289862	712	100	1	712	1	712	0.0e+00	1437.2	KO:K07277	outer membrane protein insertion porin family		Yes
2608289863	242	100	1	242	1	242	0.0e+00	478.4	KO:K01923	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	EC:6.3.2.6	Yes
2608289864	443	100	1	443	1	443	0.0e+00	897.9	KO:K01945	phosphoribosylamine--glycine ligase [EC:6.3.4.13]	EC:6.3.4.13	Yes
2608289865	689	100	1	689	1	689	0.0e+00	1346.3	KO:K07769	two-component system, OmpR family, sensor histidine kinase NblS [EC:2.7.13.3]	EC:2.7.13.3	Yes
2608289866	509	98.4	1	509	1	509	0.0e+00	996.5	KO:K08482	circadian clock protein KaiC		Yes
2608289867	105	100	1	105	1	105	0.0e+00	205.3	KO:K08481	circadian clock protein KaiB		Yes
2608289868	146	100	1	146	1	146	0.0e+00	288.1	KO:K02888	large subunit ribosomal protein L21		Yes
2608289869	86	98.8	1	86	1	86	8.5e-42	170.6	KO:K02899	large subunit ribosomal protein L27		Yes
2608289871	307	100	1	307	1	307	0.0e+00	621.3	KO:K03177	tRNA pseudouridine55 synthase [EC:5.4.99.25]	EC:5.4.99.25	Yes
2608289872	391	99.7	1	391	1	391	0.0e+00	777.7	KO:K06381	stage II sporulation protein D		Yes
2608289873	312	99.7	1	312	1	312	0.0e+00	619.8	KO:K00784	ribonuclease Z [EC:3.1.26.11]	EC:3.1.26.11	Yes
2608289876	99	100	1	99	1	99	0.0e+00	201.4	KO:K02639	ferredoxin		Yes
2608289877	303	100	1	303	1	303	0.0e+00	619	KO:K02687	ribosomal protein L11 methyltransferase [EC:2.1.1.-]	EC:2.1.1.-	Yes
2608289878	528	100	1	528	1	528	0.0e+00	1006.5	KO:K00058	D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95]	EC:1.1.1.95	Yes
2608289884	182	99.5	1	182	1	182	0.0e+00	346.3	KO:K15977	putative oxidoreductase		Yes
2608289886	309	90	1	309	1	309	0.0e+00	570.9	KO:K00218	protochlorophyllide reductase [EC:1.3.1.33]	EC:1.3.1.33	Yes
2608289888	468	100	1	468	1	468	0.0e+00	942.2	KO:K01925	UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	EC:6.3.2.9	Yes
2608289890	242	99.6	1	242	1	242	0.0e+00	493	KO:K06911			Yes
2608289893	161	100	1	161	1	161	0.0e+00	314.7	KO:K08983	putative membrane protein		Yes
2608289894	249	88.4	1	249	2	250	0.0e+00	468	KO:K00936			Yes
2608289895	410	100	1	410	6	415	0.0e+00	822.4	KO:K07007			Yes
2608289899	91	98.9	1	91	1	91	0.0e+00	192.2	KO:K06995			Yes
2608289909	368	100	1	368	1	368	0.0e+00	761.9	KO:K10255	omega-6 fatty acid desaturase (delta-12 desaturase) [EC:1.14.19.-]	EC:1.14.19.-	Yes
2608289914	391	99.7	1	391	1	391	0.0e+00	818.1	KO:K08262	delta12-fatty acid dehydrogenase [EC:1.14.99.33]	EC:1.14.99.33	Yes
2608289920	400	99.8	1	400	1	400	0.0e+00	770.4	KO:K11720	lipopolysaccharide export system permease protein		Yes
2608289938	463	100	1	463	1	463	0.0e+00	909.1	KO:K07175	PhoH-like ATPase		Yes
2608289939	295	100	5	295	1	291	0.0e+00	579.7	KO:K06966			Yes
2608289941	238	100	1	238	1	238	0.0e+00	488.4	KO:K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	EC:3.1.1.45	Yes
2608289963	42	100	1	42	1	42	8.5e-19	93.2	KO:K07093			Yes
2608289964	89	100	1	89	1	89	6.1e-43	174.5	KO:K03116	sec-independent protein translocase protein TatA		Yes
2608289970	78	100	1	78	1	78	4.4e-37	154.8	KO:K03060	DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	EC:2.7.7.6	Yes
2608289972	178	100	1	178	1	178	0.0e+00	350.1	KO:K02825	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	EC:2.4.2.9	Yes
2608289973	540	100	1	540	1	540	0.0e+00	1087	KO:K15633	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	EC:5.4.2.12	Yes
2608289974	75	100	1	75	1	75	5.2e-35	147.9	KO:K03075	preprotein translocase subunit SecG		Yes
2608289975	545	100	1	545	1	545	0.0e+00	1044.3	KO:K04077	chaperonin GroEL		Yes
2608289976	103	100	1	103	1	103	0.0e+00	200.3	KO:K04078	chaperonin GroES		Yes
2608289977	486	100	1	486	1	486	0.0e+00	942.2	KO:K02112	F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]	EC:3.6.3.14	Yes
2608289978	134	100	1	134	1	134	0.0e+00	257.3	KO:K02114	F-type H+-transporting ATPase subunit epsilon		Yes
2608289981	441	100	1	441	1	441	0.0e+00	881.7	KO:K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	EC:3.4.11.9	Yes
2608289983	413	100	1	413	1	413	0.0e+00	802	KO:K06883			Yes
2608289984	192	100	1	192	1	192	0.0e+00	383.6	KO:K00969	nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	EC:2.7.7.18	Yes
2608289985	565	100	1	565	1	565	0.0e+00	1112.1	KO:K01950	NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	EC:6.3.5.1	Yes
2608289988	108	100	1	108	1	108	0.0e+00	226.9	KO:K02639	ferredoxin		Yes
2608289989	316	100	1	316	1	316	0.0e+00	601.3	KO:K02115	F-type H+-transporting ATPase subunit gamma		Yes
2608289990	505	100	1	505	1	505	0.0e+00	961.8	KO:K02111	F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]	EC:3.6.3.14	Yes
2608289991	180	100	1	180	1	180	0.0e+00	332.4	KO:K02113	F-type H+-transporting ATPase subunit delta		Yes
2608289992	170	100	1	170	1	170	0.0e+00	320.1	KO:K02109	F-type H+-transporting ATPase subunit b		Yes
2608289993	153	100	1	153	1	153	0.0e+00	287.7	KO:K02109	F-type H+-transporting ATPase subunit b		Yes
2608289994	81	100	1	81	1	81	6.0e-37	154.5	KO:K02110	F-type H+-transporting ATPase subunit c		Yes
2608289996	241	100	1	241	1	241	0.0e+00	487.6	KO:K02108	F-type H+-transporting ATPase subunit a		Yes
2608289997	158	100	1	158	1	158	0.0e+00	305.4	KO:K02116	ATP synthase protein I		Yes
2608289998	411	99.8	1	411	1	411	0.0e+00	816.6	KO:K03588	cell division protein FtsW		Yes
2608289999	218	100	1	218	1	218	0.0e+00	426.8	KO:K06196	cytochrome c-type biogenesis protein		Yes
2608290000	428	100	1	428	1	428	0.0e+00	841.6	KO:K07399	cytochrome c biogenesis protein		Yes
2608290001	136	100	1	136	1	136	0.0e+00	282	KO:K09457	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	EC:1.7.1.13	Yes
2608290003	112	100	1	112	1	112	0.0e+00	213.8	KO:K04752	nitrogen regulatory protein P-II 2		Yes
2608290004	270	100	1	270	1	270	0.0e+00	539.3	KO:K06442	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	EC:2.1.1.226	Yes
2608290004	270	100	1	270	1	270	0.0e+00	539.3	KO:K06442	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	EC:2.1.1.227	Yes
2608290005	431	99.8	1	431	1	431	0.0e+00	849.7	KO:K01756	adenylosuccinate lyase [EC:4.3.2.2]	EC:4.3.2.2	Yes
2608290006	461	100	1	461	1	461	0.0e+00	902.1	KO:K01679	fumarate hydratase, class II [EC:4.2.1.2]	EC:4.2.1.2	Yes
2608290008	379	100	1	379	1	379	0.0e+00	734.2	KO:K00652	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	EC:2.3.1.47	Yes
2608290010	256	100	1	256	1	256	0.0e+00	537.3	KO:K02169	malonyl-CoA O-methyltransferase [EC:2.1.1.197]	EC:2.1.1.197	Yes
2608290011	221	100	1	221	1	221	0.0e+00	438	KO:K01935	dethiobiotin synthetase [EC:6.3.3.3]	EC:6.3.3.3	Yes
2608290012	433	100	1	433	1	433	0.0e+00	877.9	KO:K00833	adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	EC:2.6.1.62	Yes
2608290015	237	100	1	237	1	237	0.0e+00	481.9	KO:K03501	16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	EC:2.1.1.170	Yes
2608290016	397	100	1	397	1	397	0.0e+00	809.3	KO:K07079			Yes
2608290017	119	86.6	1	119	1	119	0.0e+00	224.9	KO:K05337	ferredoxin		Yes
2608290022	348	99.7	1	348	1	348	0.0e+00	682.6	KO:K06941	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	EC:2.1.1.192	Yes
2608290024	1366	100	1	1366	1	1366	0.0e+00	2651.7	KO:K03046	DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	EC:2.7.7.6	Yes
2608290025	634	100	1	634	1	634	0.0e+00	1269.6	KO:K03046	DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	EC:2.7.7.6	Yes
2608290026	1097	100	1	1097	1	1097	0.0e+00	2192.2	KO:K03043	DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	EC:2.7.7.6	Yes
2608290027	264	100	1	264	1	264	0.0e+00	537	KO:K03424	TatD DNase family protein [EC:3.1.21.-]	EC:3.1.21.-	Yes
2608290028	97	99	1	97	1	97	0.0e+00	190.3	KO:K02968	small subunit ribosomal protein S20		Yes
2608290029	440	99.8	1	440	1	440	0.0e+00	869.8	KO:K00013	histidinol dehydrogenase [EC:1.1.1.23]	EC:1.1.1.23	Yes
2608290030	231	100	1	231	7	237	0.0e+00	441.4	KO:K01807	ribose 5-phosphate isomerase A [EC:5.3.1.6]	EC:5.3.1.6	Yes
2608290032	155	99.4	1	155	1	155	0.0e+00	305.1	KO:K09748	ribosome maturation factor RimP		Yes
2608290033	468	100	1	468	1	468	0.0e+00	907.9	KO:K02600	N utilization substance protein A		Yes
2608290034	93	98.9	1	93	1	93	0.0e+00	192.2	KO:K07742	hypothetical protein		Yes
2608290035	1128	100	1	1128	1	1128	0.0e+00	2208.3	KO:K02519	translation initiation factor IF-2		Yes
2608290040	105	100	1	105	1	105	0.0e+00	203.4	KO:K06891	ATP-dependent Clp protease adaptor protein ClpS		Yes
2608290041	408	99.8	1	408	1	408	0.0e+00	827.8	KO:K10206	LL-diaminopimelate aminotransferase [EC:2.6.1.83]	EC:2.6.1.83	Yes
2608290042	605	100	1	605	1	605	0.0e+00	1172.1	KO:K08300	ribonuclease E [EC:3.1.26.12]	EC:3.1.26.12	Yes
2608290043	205	100	1	205	1	205	0.0e+00	394.8	KO:K03470	ribonuclease HII [EC:3.1.26.4]	EC:3.1.26.4	Yes
2608290045	281	100	1	281	1	281	0.0e+00	560.1	KO:K04518	prephenate dehydratase [EC:4.2.1.51]	EC:4.2.1.51	Yes
2608290047	218	90.8	1	218	1	218	0.0e+00	398.3	KO:K01338	ATP-dependent Lon protease [EC:3.4.21.53]	EC:3.4.21.53	Yes
2608290048	106	100	1	106	1	106	0.0e+00	209.9	KO:K02946	small subunit ribosomal protein S10		Yes
2608290049	399	100	1	399	1	399	0.0e+00	793.9	KO:K02358	elongation factor Tu		Yes
2608290050	691	99.9	1	691	1	691	0.0e+00	1358.6	KO:K02355	elongation factor G		Yes
2608290051	156	100	1	156	1	156	0.0e+00	304.3	KO:K02992	small subunit ribosomal protein S7		Yes
2608290052	124	100	1	124	1	124	0.0e+00	249.6	KO:K02950	small subunit ribosomal protein S12		Yes
2608290053	1522	100	55	1522	1	1468	0.0e+00	2931.7	KO:K00284	glutamate synthase (ferredoxin) [EC:1.4.7.1]	EC:1.4.7.1	Yes
2608290055	297	99.7	1	297	1	297	0.0e+00	609.4	KO:K03644	lipoic acid synthetase [EC:2.8.1.8]	EC:2.8.1.8	Yes
2608290060	196	100	1	196	1	196	0.0e+00	407.5	KO:K02699	photosystem I subunit XI		Yes
2608290062	324	88.8	1	320	1	320	0.0e+00	569.7	KO:K00721	dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	EC:2.4.1.83	Yes
2608290063	742	100	1	742	1	742	0.0e+00	1563.5	KO:K02690	photosystem I P700 chlorophyll a apoprotein A2		Yes
2608290064	767	100	1	767	1	767	0.0e+00	1590.9	KO:K02689	photosystem I P700 chlorophyll a apoprotein A1		Yes
2608290065	606	99.8	1	606	1	606	0.0e+00	1189.9	KO:K13541	cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131]	EC:2.1.1.131	Yes
2608290065	606	99.8	1	606	1	606	0.0e+00	1189.9	KO:K13541	cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131]	EC:3.7.1.12	Yes
2608290066	262	99.6	1	262	1	262	0.0e+00	530	KO:K11777	HAD superfamily phosphatase		Yes
2608290069	399	100	1	399	1	399	0.0e+00	791.2	KO:K01775	alanine racemase [EC:5.1.1.1]	EC:5.1.1.1	Yes
2608290071	364	99.7	1	364	1	364	0.0e+00	711.4	KO:K02835	peptide chain release factor 1		Yes
2608290072	106	100	21	106	1	86	1.4e-45	184.5	KO:K02909	large subunit ribosomal protein L31		Yes
2608290073	136	100	1	136	1	136	0.0e+00	276.6	KO:K02996	small subunit ribosomal protein S9		Yes
2608290074	143	100	1	143	1	143	0.0e+00	288.5	KO:K02871	large subunit ribosomal protein L13		Yes
2608290075	268	99.6	1	268	1	268	0.0e+00	540.8	KO:K06173	tRNA pseudouridine38-40 synthase [EC:5.4.99.12]	EC:5.4.99.12	Yes
2608290076	116	100	1	116	1	116	0.0e+00	224.2	KO:K02879	large subunit ribosomal protein L17		Yes
2608290077	311	99.7	1	311	1	311	0.0e+00	600.5	KO:K03040	DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	EC:2.7.7.6	Yes
2608290078	130	100	1	130	1	130	0.0e+00	256.5	KO:K02948	small subunit ribosomal protein S11		Yes
2608290079	121	99.2	1	121	1	121	0.0e+00	235.7	KO:K02952	small subunit ribosomal protein S13		Yes
2608290080	182	100	1	182	1	182	0.0e+00	356.3	KO:K00939	adenylate kinase [EC:2.7.4.3]	EC:2.7.4.3	Yes
2608290081	439	100	1	439	1	439	0.0e+00	833.9	KO:K03076	preprotein translocase subunit SecY		Yes
2608290082	152	100	1	152	1	152	0.0e+00	306.6	KO:K02876	large subunit ribosomal protein L15		Yes
2608290083	207	100	1	207	1	207	0.0e+00	403.3	KO:K02988	small subunit ribosomal protein S5		Yes
2608290084	122	100	1	122	1	122	0.0e+00	239.2	KO:K02881	large subunit ribosomal protein L18		Yes
2608290085	179	100	1	179	1	179	0.0e+00	355.9	KO:K02933	large subunit ribosomal protein L6		Yes
2608290086	133	100	1	133	1	133	0.0e+00	263.5	KO:K02994	small subunit ribosomal protein S8		Yes
2608290087	179	100	1	179	1	179	0.0e+00	350.5	KO:K02931	large subunit ribosomal protein L5		Yes
2608290088	118	100	1	118	1	118	0.0e+00	232.3	KO:K02895	large subunit ribosomal protein L24		Yes
2608290089	121	100	1	121	1	121	0.0e+00	236.9	KO:K02874	large subunit ribosomal protein L14		Yes
2608290090	88	100	1	88	1	88	2.5e-44	179.1	KO:K02961	small subunit ribosomal protein S17		Yes
2608290091	72	98.6	1	72	1	72	8.8e-32	137.1	KO:K02904	large subunit ribosomal protein L29		Yes
2608290092	160	100	1	160	1	160	0.0e+00	323.6	KO:K02878	large subunit ribosomal protein L16		Yes
2608290093	243	100	1	243	1	243	0.0e+00	477.6	KO:K02982	small subunit ribosomal protein S3		Yes
2608290094	128	100	1	128	1	128	0.0e+00	255.8	KO:K02890	large subunit ribosomal protein L22		Yes
2608290095	92	100	1	92	1	92	0.0e+00	189.1	KO:K02965	small subunit ribosomal protein S19		Yes
2608290096	287	100	1	287	1	287	0.0e+00	581.6	KO:K02886	large subunit ribosomal protein L2		Yes
2608290097	100	100	1	100	1	100	0.0e+00	194.9	KO:K02892	large subunit ribosomal protein L23		Yes
2608290098	210	100	1	210	1	210	0.0e+00	404.1	KO:K02926	large subunit ribosomal protein L4		Yes
2608290099	217	100	1	217	1	217	0.0e+00	439.1	KO:K02906	large subunit ribosomal protein L3		Yes
2608290100	158	100	1	158	1	158	0.0e+00	319.7	KO:K05585	NAD(P)H-quinone oxidoreductase subunit N [EC:1.6.5.3]	EC:1.6.5.3	Yes
2608290104	365	100	1	365	1	365	0.0e+00	706.1	KO:K03553	recombination protein RecA		Yes
2608290106	482	92.1	1	482	1	482	0.0e+00	906	KO:K03722	ATP-dependent DNA helicase DinG [EC:3.6.4.12]	EC:3.6.4.12	Yes
2608290107	279	100	1	279	1	279	0.0e+00	548.5	KO:K15226	arogenate dehydrogenase (NADP+) [EC:1.3.1.78]	EC:1.3.1.78	Yes
2608290111	380	100	1	380	1	380	0.0e+00	748.8	KO:K11996	adenylyltransferase and sulfurtransferase		Yes
2608290112	386	99.7	1	386	1	386	0.0e+00	763.5	KO:K00798	cob(I)alamin adenosyltransferase [EC:2.5.1.17]	EC:2.5.1.17	Yes
2608290113	274	100	1	274	1	274	0.0e+00	550.4	KO:K06864	uncharacterized protein		Yes
2608290114	144	100	1	144	1	144	0.0e+00	288.5	KO:K01611	S-adenosylmethionine decarboxylase [EC:4.1.1.50]	EC:4.1.1.50	Yes
2608290115	297	100	1	297	1	297	0.0e+00	586.6	KO:K03629	DNA replication and repair protein RecF		Yes
2608290118	989	100	1	989	1	989	0.0e+00	1941	KO:K01595	phosphoenolpyruvate carboxylase [EC:4.1.1.31]	EC:4.1.1.31	Yes
2608290120	506	100	1	506	1	506	0.0e+00	1024.6	KO:K01657	anthranilate synthase component I [EC:4.1.3.27]	EC:4.1.3.27	Yes
2608290121	140	100	1	140	1	140	0.0e+00	292.7	KO:K02692	photosystem I subunit II		Yes
2608290122	454	100	1	454	1	454	0.0e+00	904.4	KO:K00936			Yes
